code,year,stknme,FS_Combas-A001101000,FS_Combas-A001000000,FS_Combas-A002101000,FS_Combas-A002100000,FS_Combas-A002201000,FS_Combas-A002200000,FS_Combas-A002000000,FS_Combas-A003000000
688603,2006,天承科技,,,,,,,,
688605,2006,先锋精科,,,,,,,,
688606,2006,奥泰生物,,,,,,,,
688607,2006,康众医疗,,,,,,,,
688608,2006,恒玄科技,,,,,,,,
688609,2006,九联科技,,,,,,,,
688610,2006,埃科光电,,,,,,,,
688611,2006,杭州柯林,,,,,,,,
688612,2006,威迈斯,,,,,,,,
688613,2006,奥精医疗,,,,,,,,
688615,2006,合合信息,,,,,,,,
688616,2006,西力科技,,,,,,,,
688617,2006,惠泰医疗,,,,,,,,
688618,2006,三旺通信,,,,,,,,
688619,2006,罗普特,,,,,,,,
688620,2006,安凯微,,,,,,,,
688621,2006,阳光诺和,,,,,,,,
688622,2006,禾信仪器,,,,,,,,
688623,2006,双元科技,,,,,,,,
688625,2006,呈和科技,,,,,,,,
688626,2006,翔宇医疗,,,,,,,,
688627,2006,精智达,,,,,,,,
688628,2006,优利德,,,,,,,,
688629,2006,华丰科技,,,,,,,,
688630,2006,芯碁微装,,,,,,,,
688631,2006,莱斯信息,,,,,,,,
688633,2006,星球石墨,,,,,,,,
688636,2006,智明达,,,,,,,,
688638,2006,誉辰智能,,,,,,,,
688639,2006,华恒生物,,,,,,,,
688646,2006,ST 逸飞,,,,,,,,
688648,2006,中邮科技,,,,,,,,
688651,2006,盛邦安全,,,,,,,,
688652,2006,京仪装备,,,,,,,,
688653,2006,康希通信,,,,,,,,
688655,2006,迅捷兴,,,,,,,,
688656,2006,浩欧博,,,,,,,,
688657,2006,浩辰软件,,,,,,,,
688658,2006,悦康药业,,,,,,,,
688659,2006,元琛科技,,,,,,,,
688660,2006,电气风电,,,,,,,,
688661,2006,和林微纳,,,,,,,,
688662,2006,富信科技,,,,,,,,
688663,2006,新风光,,,,,,,,
688665,2006,四方光电,,,,,,,,
688667,2006,菱电电控,,,,,,,,
688668,2006,鼎通科技,,,,,,,,
688669,2006,聚石化学,,,,,,,,
688670,2006,金迪克,,,,,,,,
688671,2006,碧兴物联,,,,,,,,
688676,2006,金盘科技,,,,,,,,
688677,2006,海泰新光,,,,,,,,
688678,2006,福立旺,,,,,,,,
688679,2006,通源环境,,,,,,,,
688680,2006,海优新材,,,,,,,,
688681,2006,科汇股份,,,,,,,,
688682,2006,霍莱沃,,,,,,,,
688683,2006,莱尔科技,,,,,,,,
688685,2006,迈信林,,,,,,,,
688686,2006,奥普特,,,,,,,,
688687,2006,凯因科技,,,,,,,,
688689,2006,银河微电,,,,,,,,
688690,2006,纳微科技,,,,,,,,
688691,2006,灿芯股份,,,,,,,,
688692,2006,达梦数据,,,,,,,,
688693,2006,锴威特,,,,,,,,
688695,2006,中创股份,,,,,,,,
688696,2006,极米科技,,,,,,,,
688697,2006,纽威数控,,,,,,,,
688698,2006,伟创电气,,,,,,,,
688699,2006,明微电子,,,,,,,,
688700,2006,东威科技,,,,,,,,
688701,2006,卓锦股份,,,,,,,,
688702,2006,盛科通信,,,,,,,,
688707,2006,振华新材,,,,,,,,
688708,2006,佳驰科技,,,,,,,,
688709,2006,成都华微,,,,,,,,
688710,2006,益诺思,,,,,,,,
688711,2006,宏微科技,,,,,,,,
688716,2006,中研股份,,,,,,,,
688717,2006,艾罗能源,,,,,,,,
688718,2006,唯赛勃,,,,,,,,
688719,2006,爱科赛博,,,,,,,,
688720,2006,艾森股份,,,,,,,,
688721,2006,龙图光罩,,,,,,,,
688722,2006,同益中,,,,,,,,
688726,2006,拉普拉斯,,,,,,,,
688728,2006,格科微,,,,,,,,
688733,2006,壹石通,,,,,,,,
688737,2006,中自科技,,,,,,,,
688739,2006,成大生物,,,,,,,,
688750,2006,金天钛业,,,,,,,,
688755,2006,汉邦科技,,,,,,,,
688757,2006,胜科纳米,,,,,,,,
688758,2006,赛分科技,,,,,,,,
688766,2006,普冉股份,,,,,,,,
688767,2006,博拓生物,,,,,,,,
688768,2006,容知日新,,,,,,,,
688772,2006,珠海冠宇,,,,,,,,
688776,2006,国光电气,,,,,,,,
688777,2006,中控技术,,,,,,,,
688778,2006,厦钨新能,,,,,,,,
688779,2006,五矿新能,,,,,,,,
688786,2006,悦安新材,,,,,,,,
688787,2006,海天瑞声,,,,,,,,
688788,2006,科思科技,,,,,,,,
688789,2006,宏华数科,,,,,,,,
688793,2006,倍轻松,,,,,,,,
688798,2006,艾为电子,,,,,,,,
688799,2006,华纳药厂,,,,,,,,
688800,2006,瑞可达,,,,,,,,
688819,2006,天能股份,,,,,,,,
688981,2006,中芯国际,,,,,,,,
689009,2006,九号公司,,,,,,,,
830779,2006,武汉蓝电,,,,,,,,
830809,2006,安达科技,,,,,,,,
830832,2006,齐鲁华信,,,,,,,,
830839,2006,万通液压,,,,,,,,
830879,2006,基康仪器,,,,,,,,
830896,2006,旺成科技,,,,,,,,
830946,2006,森萱医药,,,,,,,,
830964,2006,润农节水,,,,,,,,
830974,2006,凯大催化,,,,,,,,
831010,2006,凯添燃气,,,,,,,,
831039,2006,国义招标,,,,,,,,
831087,2006,秋乐种业,,,,,,,,
831152,2006,昆工科技,,,,,,,,
831167,2006,鑫汇科,,,,,,,,
831175,2006,派诺科技,,,,,,,,
831195,2006,三祥科技,,,,,,,,
831278,2006,泰德股份,,,,,,,,
831304,2006,迪尔化工,,,,,,,,
831305,2006,海希通讯,,,,,,,,
831370,2006,新安洁,,,,,,,,
831396,2006,许昌智能,,,,,,,,
831526,2006,凯华材料,,,,,,,,
831627,2006,力王股份,,,,,,,,
831641,2006,格利尔,,,,,,,,
831689,2006,克莱特,,,,,,,,
831726,2006,朱老六,,,,,,,,
831768,2006,拾比佰,,,,,,,,
831832,2006,科达自控,,,,,,,,
831834,2006,三维股份,,,,,,,,
831855,2006,浙江大农,,,,,,,,
831856,2006,浩淼科技,,,,,,,,
831906,2006,舜宇精工,,,,,,,,
831961,2006,创远信科,,,,,,,,
832000,2006,安徽凤凰,,,,,,,,
832023,2006,田野股份,,,,,,,,
832089,2006,禾昌聚合,,,,,,,,
832110,2006,雷特科技,,,,,,,,
832145,2006,恒合股份,,,,,,,,
832149,2006,利尔达,,,,,,,,
832171,2006,志晟信息,,,,,,,,
832175,2006,东方碳素,,,,,,,,
832225,2006,利通科技,,,,,,,,
832278,2006,鹿得医疗,,,,,,,,
832317,2006,观典防务,,,,,,,,
832419,2006,路斯股份,,,,,,,,
832469,2006,富恒新材,,,,,,,,
832471,2006,美邦科技,,,,,,,,
832491,2006,奥迪威,,,,,,,,
832522,2006,纳科诺尔,,,,,,,,
832566,2006,梓橦宫,,,,,,,,
832651,2006,天罡股份,,,,,,,,
832662,2006,方盛股份,,,,,,,,
832735,2006,德源药业,,,,,,,,
832786,2006,骑士乳业,,,,,,,,
832802,2006,保丽洁,,,,,,,,
832876,2006,慧为智能,,,,,,,,
832885,2006,星辰科技,,,,,,,,
832978,2006,开特股份,,,,,,,,
832982,2006,锦波生物,,,,,,,,
833030,2006,立方控股,,,,,,,,
833075,2006,柏星龙,,,,,,,,
833171,2006,国航远洋,,,,,,,,
833230,2006,欧康医药,,,,,,,,
833266,2006,生物谷,,,,,,,,
833284,2006,灵鸽科技,,,,,,,,
833346,2006,威贸电子,,,,,,,,
833394,2006,民士达,,,,,,,,
833427,2006,华维设计,,,,,,,,
833429,2006,康比特,,,,,,,,
833454,2006,同心传动,,,,,,,,
833455,2006,汇隆活塞,,,,,,,,
833509,2006,同惠电子,,,,,,,,
833523,2006,德瑞锂电,,,,,,,,
833533,2006,骏创科技,,,,,,,,
833575,2006,康乐卫士,,,,,,,,
833580,2006,科创新材,,,,,,,,
833751,2006,惠同新材,,,,,,,,
833781,2006,瑞奇智造,,,,,,,,
833873,2006,中设咨询,,,,,,,,
833874,2006,泰祥股份,,,,,,,,
833914,2006,远航精密,,,,,,,,
833943,2006,优机股份,,,,,,,,
833994,2006,翰博高新,,,,,,,,
834014,2006,特瑞斯,,,,,,,,
834021,2006,流金科技,,,,,,,,
834033,2006,康普化学,,,,,,,,
834058,2006,华洋赛车,,,,,,,,
834062,2006,科润智控,,,,,,,,
834261,2006,一诺威,,,,,,,,
834407,2006,驰诚股份,,,,,,,,
834415,2006,恒拓开源,,,,,,,,
834475,2006,三友科技,,,,,,,,
834599,2006,同力股份,,,,,,,,
834639,2006,晨光电缆,,,,,,,,
834765,2006,美之高,,,,,,,,
834770,2006,艾能聚,,,,,,,,
834950,2006,迅安科技,,,,,,,,
835174,2006,五新隧装,,,,,,,,
835179,2006,凯德石英,,,,,,,,
835184,2006,国源科技,,,,,,,,
835185,2006,贝特瑞,,,,,,,,
835207,2006,众诚科技,,,,,,,,
835237,2006,力佳科技,,,,,,,,
835305,2006,*ST 云创,,,,,,,,
835368,2006,连城数控,,,,,,,,
835438,2006,戈碧迦,,,,,,,,
835508,2006,殷图网联,,,,,,,,
835579,2006,机科股份,,,,,,,,
835640,2006,富士达,,,,,,,,
835670,2006,数字人,,,,,,,,
835857,2006,百甲科技,,,,,,,,
835892,2006,中科美菱,,,,,,,,
835985,2006,海泰新能,,,,,,,,
836077,2006,吉林碳谷,,,,,,,,
836149,2006,旭杰科技,,,,,,,,
836208,2006,青矩技术,,,,,,,,
836221,2006,易实精密,,,,,,,,
836239,2006,长虹能源,,,,,,,,
836247,2006,华密新材,,,,,,,,
836260,2006,中寰股份,,,,,,,,
836263,2006,中航泰达,,,,,,,,
836270,2006,天铭科技,,,,,,,,
836395,2006,朗鸿科技,,,,,,,,
836414,2006,欧普泰,,,,,,,,
836419,2006,万德股份,,,,,,,,
836422,2006,润普食品,,,,,,,,
836433,2006,大唐药业,,,,,,,,
836504,2006,博迅生物,,,,,,,,
836547,2006,无锡晶海,,,,,,,,
836675,2006,秉扬科技,,,,,,,,
836699,2006,海达尔,,,,,,,,
836717,2006,瑞星股份,,,,,,,,
836720,2006,吉冈精密,,,,,,,,
836807,2006,奔朗新材,,,,,,,,
836826,2006,盖世食品,,,,,,,,
836871,2006,派特尔,,,,,,,,
836892,2006,广咨国际,,,,,,,,
836942,2006,恒立钻具,,,,,,,,
836957,2006,汉维科技,,,,,,,,
836961,2006,西磁科技,,,,,,,,
837006,2006,晟楠科技,,,,,,,,
837023,2006,芭薇股份,,,,,,,,
837046,2006,亿能电力,,,,,,,,
837092,2006,汉鑫科技,,,,,,,,
837174,2006,宏裕包材,,,,,,,,
837212,2006,智新电子,,,,,,,,
837242,2006,建邦科技,,,,,,,,
837344,2006,三元基因,,,,,,,,
837403,2006,康农种业,,,,,,,,
837592,2006,华信永道,,,,,,,,
837663,2006,明阳科技,,,,,,,,
837748,2006,路桥信息,,,,,,,,
837821,2006,则成电子,,,,,,,,
838030,2006,德众汽车,,,,,,,,
838163,2006,方大新材,,,,,,,,
838171,2006,邦德股份,,,,,,,,
838227,2006,美登科技,,,,,,,,
838262,2006,太湖雪,,,,,,,,
838275,2006,驱动力,,,,,,,,
838402,2006,硅烷科技,,,,,,,,
838670,2006,恒进感应,,,,,,,,
838701,2006,豪声电子,,,,,,,,
838810,2006,春光智能,,,,,,,,
838837,2006,华原股份,,,,,,,,
838924,2006,广脉科技,,,,,,,,
838971,2006,天马新材,,,,,,,,
839273,2006,一致魔芋,,,,,,,,
839371,2006,欧福蛋业,,,,,,,,
839493,2006,并行科技,,,,,,,,
839680,2006,*ST 广道,,,,,,,,
839719,2006,宁新新材,,,,,,,,
839725,2006,惠丰钻石,,,,,,,,
839729,2006,永顺生物,,,,,,,,
839790,2006,联迪信息,,,,,,,,
839792,2006,东和新材,,,,,,,,
839946,2006,华阳变速,,,,,,,,
870199,2006,倍益康,,,,,,,,
870204,2006,沪江材料,,,,,,,,
870299,2006,灿能电力,,,,,,,,
870357,2006,雅葆轩,,,,,,,,
870436,2006,大地电气,,,,,,,,
870508,2006,丰安股份,,,,,,,,
870656,2006,海昇药业,,,,,,,,
870726,2006,鸿智科技,,,,,,,,
870866,2006,绿亨科技,,,,,,,,
870976,2006,视声智能,,,,,,,,
871245,2006,威博液压,,,,,,,,
871263,2006,莱赛激光,,,,,,,,
871396,2006,常辅股份,,,,,,,,
871478,2006,巨能股份,,,,,,,,
871553,2006,凯腾精工,,,,,,,,
871634,2006,新威凌,,,,,,,,
871642,2006,通易航天,,,,,,,,
871694,2006,中裕科技,,,,,,,,
871753,2006,天纺标,,,,,,,,
871857,2006,泓禧科技,,,,,,,,
871970,2006,大禹生物,,,,,,,,
871981,2006,晶赛科技,,,,,,,,
872190,2006,雷神科技,,,,,,,,
872351,2006,华光源海,,,,,,,,
872374,2006,云里物里,,,,,,,,
872392,2006,佳合科技,,,,,,,,
872541,2006,铁大科技,,,,,,,,
872808,2006,曙光数创,,,,,,,,
872895,2006,花溪科技,,,,,,,,
872925,2006,锦好医疗,,,,,,,,
872931,2006,无锡鼎邦,,,,,,,,
872953,2006,国子软件,,,,,,,,
873001,2006,纬达光电,,,,,,,,
873122,2006,中纺标,,,,,,,,
873132,2006,泰鹏智能,,,,,,,,
873152,2006,天宏锂电,,,,,,,,
873167,2006,新赣江,,,,,,,,
873169,2006,七丰精工,,,,,,,,
873223,2006,荣亿精密,,,,,,,,
873305,2006,九菱科技,,,,,,,,
873339,2006,恒太照明,,,,,,,,
873527,2006,夜光明,,,,,,,,
873570,2006,坤博精工,,,,,,,,
873576,2006,天力复合,,,,,,,,
873593,2006,鼎智科技,,,,,,,,
873665,2006,科强股份,,,,,,,,
873679,2006,前进科技,,,,,,,,
873690,2006,捷众科技,,,,,,,,
873693,2006,阿为特,,,,,,,,
873703,2006,广厦环能,,,,,,,,
873706,2006,铁拓机械,,,,,,,,
873726,2006,卓兆点胶,,,,,,,,
873806,2006,云星宇,,,,,,,,
873833,2006,美心翼申,,,,,,,,
900901,2006,云赛B股,416307698.67,4096689615.13,865749216.0,1120030596.27,23000000.0,36450000.0,1156480596.27,2940209018.86
900902,2006,市北B股,156595846.89,1192684509.54,215410000.0,579288421.88,4082730.79,4082730.79,583371152.67,609313356.87
900903,2006,大众B股,695121736.96,7934378107.2,1435100353.2,4780069032.91,50000000.0,154788522.28,4934857555.19,2999520552.01
900904,2006,神奇B股,10720883.11,293680080.02,59300000.0,105189494.38,0.0,0.0,105189494.38,188490585.64
900905,2006,老凤祥B,277264141.13,1784918287.93,774190000.0,1024355811.42,0.0,0.0,1024355811.42,760562476.51
900906,2006,中毅达B,42111546.27,439045383.39,184390000.0,376258319.3,0.0,3836656.0,380094975.3,58950408.09
900907,2006,退市鹏B,66409372.19,862477029.86,562764462.32,799601549.4,1210000.0,15086517.84,814688067.24,47788962.62
900908,2006,氯碱B股,793342847.56,5046257591.38,1530982200.0,1980066727.74,225800000.0,308946345.12,2289013072.86,2757244518.52
900909,2006,华谊B股,691056958.26,6584918244.69,2146680714.63,4038823382.0,659895017.89,778080157.38,4816903539.38,1768014705.31
900910,2006,海立B股,109364177.78,3866162253.95,399000000.0,2017398695.22,0.0,61228220.9,2078626916.12,1787535337.83
900911,2006,金桥B股,71054238.89,4932745862.1,711700000.0,1977271040.02,0.0,0.0,1977271040.02,2955474818.03
900912,2006,外高B股,177498201.52,4156657433.17,836962166.0,1317062342.87,1677000000.0,1677000000.0,2994062342.87,1162595090.3
900913,2006,国新B股,1914233.07,239429098.98,50000000.0,183293546.24,0.0,19958747.54,203252293.78,36176805.2
900914,2006,锦在线B,452599476.46,3071042330.95,47250000.0,833730514.15,0.0,36079996.09,869810510.24,2201231820.71
900915,2006,中路B股,85970438.05,831405938.37,200782924.0,510250646.38,0.0,0.0,510250646.38,321155291.99
900916,2006,凤凰B股,353413408.33,1506214526.3,374293482.84,832089086.15,0.0,0.0,832089086.15,674125440.15
900917,2006,海欣B股,467080409.34,3928369566.25,1149328365.0,1531026908.99,892617.15,17888672.92,1548915581.91,2379453984.34
900918,2006,耀皮B股,618554634.72,4610690129.86,69488950.22,1393320767.25,807690450.0,807690450.0,2201011217.25,2409678912.61
900919,2006,退市庭B,72178876.26,896448982.29,352000000.0,642928773.48,10000000.0,10000000.0,652928773.48,243520208.81
900920,2006,动力B股,315272956.73,3042437597.96,79342610.0,944987451.87,0.0,63290224.06,1008277675.93,2034159922.03
900921,2006,丹科B股,306350701.93,475868012.84,128965131.34,284832051.15,0.0,56731448.93,341563500.08,134304512.76
900922,2006,三毛B股,90369840.43,752301006.49,240913688.14,483487318.1,0.0,51826504.0,535313822.1,216987184.39
900923,2006,百联B股,2766358284.18,11384862376.36,440000000.0,7508685898.25,335500000.0,351183471.98,7859869370.23,3524993006.13
900924,2006,上工B股,526792230.98,2486972366.78,464408883.44,1005206104.48,1489984.87,791148448.79,1796354553.27,690617813.51
900925,2006,机电B股,3542831901.86,8525370016.6,358275880.0,3330319703.91,10332375.48,13197068.53,3343516772.44,5181853244.16
900926,2006,宝信B,200227882.28,1073497003.8,8000000.0,504999298.26,247293.84,23125539.94,528124838.2,545372165.6
900927,2006,物贸B股,456462416.07,2723547250.72,699440870.8,1959721714.1,13833052.65,87753165.98,2047474880.08,676072370.64
900928,2006,临港B股,110646147.97,960941788.7,217680053.22,802878161.61,3690000.0,16740405.14,819618566.75,141323221.95
900929,2006,锦旅B股,246922037.73,762607969.25,,260453021.57,,,260453021.57,502154947.68
900930,2006,*ST 沪普B,143014487.86,1601581268.75,408000000.0,782503784.7,0.0,0.0,782503784.7,819077484.05
900931,2006,PT 水仙B,,,,,,,,
900932,2006,陆家B股,4553862403.33,12335599364.89,0.0,4582398536.85,0.0,42427515.53,4624826052.38,7710773312.51
900933,2006,华新B股,515830847.0,7130279265.0,862300000.0,2621218469.0,2277538208.0,2420321988.0,5041540457.0,2088738808.0
900934,2006,锦江B股,692419019.0,2527087097.0,64000000.0,329035957.0,83927789.0,84152941.0,413188898.0,2113898199.0
900935,2006,阳晨B股,37266654.28,966363562.66,78000000.0,184083796.78,300000000.0,352760000.0,536843796.78,429519765.88
900936,2006,鄂资B股,1426924925.0,12762365845.0,4348000000.0,5740917023.0,2010215030.0,2010215030.0,7751132053.0,5011233792.0
900937,2006,华电B股,883480736.03,9686521127.08,2991000000.0,4740356001.36,625472623.0,725838864.2,5466194865.56,4220326261.52
900938,2006,海科B,160204325.94,840852420.53,444748416.5,894590415.49,0.0,0.0,894590415.49,-53737994.96
900939,2006,汇丽B,4031174.87,266752023.23,74500000.0,189901854.08,,1027276.13,190929130.21,75822893.02
900940,2006,大名城B,138320434.96,3303238017.34,1882346614.15,2959543498.23,317800000.0,345671997.98,3305215496.21,-1977478.87
900941,2006,东信B股,1698123173.23,4656018459.5,22396611.74,2249844954.73,0.0,37898000.0,2287742954.73,2368275504.77
900942,2006,黄山B股,361477436.8,1163307980.72,18000000.0,265750566.15,2624580.0,62268425.05,328018991.2,835288989.52
900943,2006,开开B股,81420341.74,972717049.9,185680000.0,600248263.04,227000000.0,243320573.32,843568836.36,129148213.54
900945,2006,海控B股,9531856105.0,35728868998.0,5958713552.0,14600259229.0,11265882903.0,13365313965.0,27965573194.0,7763295804.0
900946,2006,天雁B股,182145432.24,1381525633.99,50841583.3,769718096.94,0.0,0.0,769718096.94,611807537.05
900947,2006,振华B股,803333296.0,19640876401.0,3757709700.0,11384533065.0,2199650572.0,2199650572.0,13584183637.0,6056692764.0
900948,2006,伊泰B股,971722358.81,5434999111.58,876550000.0,1466021885.25,1290055295.52,1576082464.69,3042104349.94,2392894761.64
900949,2006,东电B股,470682721.25,12221802949.34,230000000.0,1299500479.8,3708036451.75,3727236451.75,5026736931.55,7195066017.79
900950,2006,新城B股,679202908.7,5562543093.75,50000000.0,3746529830.92,705000000.0,705000000.0,4451529830.92,1111013262.83
900951,2006,退市大化,406997328.1,676149207.4,60000000.0,308666282.15,,,308666282.15,367482925.25
900952,2006,*ST 锦港B,196150537.88,3706188943.69,574928226.07,1309846530.19,1055350000.0,1056400000.0,2366246530.19,1339942413.5
900953,2006,凯马B,161050438.98,2390617456.3,605748700.0,1509106299.11,27070000.0,46123543.66,1555229842.77,835387613.53
900955,2006,退市海B,440472136.88,2742845383.59,180893073.28,784007972.24,0.0,0.0,784007972.24,1958837411.35
900956,2006,东贝B股,318242610.6,1437490430.3,273825000.0,971025258.99,12604001.85,12804001.85,983829260.84,453661169.46
900957,2006,*ST 凌云B,2581090.72,798950647.17,194481076.61,320331487.98,,,320331487.98,478619159.19
920002,2006,万达轴承,,,,,,,,
920008,2006,成电光信,,,,,,,,
920016,2006,中草香料,,,,,,,,
920019,2006,铜冠矿建,,,,,,,,
920029,2006,开发科技,,,,,,,,
920060,2006,万源通,,,,,,,,
920066,2006,科拜尔,,,,,,,,
920068,2006,天工股份,,,,,,,,
920082,2006,方正阀门,,,,,,,,
920088,2006,科力股份,,,,,,,,
920098,2006,科隆新材,,,,,,,,
920099,2006,瑞华技术,,,,,,,,
920106,2006,林泰新材,,,,,,,,
920108,2006,宏海科技,,,,,,,,
920111,2006,聚星科技,,,,,,,,
920116,2006,星图测控,,,,,,,,
920118,2006,太湖远大,,,,,,,,
920128,2006,胜业电气,,,,,,,,
920167,2006,同享科技,,,,,,,,
920445,2006,龙竹科技,,,,,,,,
920489,2006,佳先股份,,,,,,,,
920682,2006,球冠电缆,,,,,,,,
920799,2006,艾融软件,,,,,,,,
920819,2006,颖泰生物,,,,,,,,
000001,2007,平安银行,0.0,352539361000.0,0.0,,,,339533298000.0,13006063000.0
000002,2007,万科A,17046504584.31,100094467908.29,1104850000.0,48773983644.4,16362079840.21,17400961234.85,66174944879.25,33919523029.04
000003,2007,PT 金田A,,,,,,,,
000004,2007,*ST 国华,61743562.91,169822593.95,16500000.0,61435957.37,0.0,10600000.0,72035957.37,97786636.58
000005,2007,ST 星源,38035392.35,1457023884.59,295357488.4,704985156.59,0.0,1678812.55,706663969.14,750359915.45
000006,2007,深振业A,597206434.46,5568431161.83,0.0,1691206825.49,2025000000.0,2080951109.54,3772157935.03,1796273226.8
000007,2007,全新好,182944210.91,737182927.6,446489350.41,701133704.37,0.0,44404383.59,745538087.96,-8355160.36
000008,2007,神州高铁,40650834.68,79087425.07,0.0,5875402.74,0.0,0.0,5875402.74,73212022.33
000009,2007,中国宝安,757460907.33,5839299723.36,235930000.0,2275482471.61,1101140932.0,1177182165.62,3452664637.23,2386635086.13
000010,2007,美丽生态,13191383.58,285949798.35,5500000.0,108503707.75,612516.23,43755585.68,152259293.43,133690504.92
000011,2007,深物业A,242161687.34,1885257743.24,286640774.9,965808079.61,186803081.28,352696249.49,1318504329.1,566753414.14
000012,2007,南玻A,1278194239.0,8452981947.0,2014621320.0,3598996383.0,514161431.0,568371693.0,4167368076.0,4285613871.0
000013,2007,*ST 石化A,,,,,,,,
000014,2007,沙河股份,122383033.58,1106944545.13,150000000.0,331109778.52,407000000.0,408592620.13,739702398.65,367242146.48
000015,2007,PT 中浩A,,,,,,,,
000016,2007,深康佳A,752558414.47,9277974998.92,22000000.0,5458376269.05,0.0,33610030.89,5491986299.94,3785988698.98
000017,2007,深中华A,14062198.43,214381530.57,418165449.05,1837279848.33,0.0,184133984.92,2021413833.25,-1807032302.68
000018,2007,神城A退,52656852.0,229451566.0,0.0,45083376.0,1928557.0,13893249.0,58976625.0,170474941.0
000019,2007,深粮控股,20238034.23,468074812.84,22000000.0,92386987.41,0.0,8580000.0,100966987.41,367107825.43
000020,2007,深华发A,18308223.25,373957038.94,60400000.0,131756838.34,0.0,0.0,131756838.34,242200200.6
000021,2007,深科技,1653937896.36,5144159180.39,0.0,1611167993.36,0.0,46010734.35,1657178727.71,3486980452.68
000022,2007,深赤湾A,781587534.0,5457335718.0,1221310000.0,2228439177.0,0.0,84274790.0,2312713967.0,3144621751.0
000023,2007,*ST 深天,52480872.23,799195021.69,176116491.89,495014956.93,6019503.41,6019503.41,501034460.34,298160561.35
000024,2007,招商地产,3588095863.0,25107163682.0,5671532494.0,12281457493.0,3645235019.0,3680961461.0,15962418954.0,9144744728.0
000025,2007,特力A,75872874.23,835575307.22,258131109.01,515027800.56,20000000.0,115431672.48,630459473.04,205115834.18
000026,2007,飞亚达,84043521.74,1045497639.53,310000000.0,384277059.62,0.0,10627823.14,394904882.76,650592756.77
000027,2007,深圳能源,3798460517.41,24518246733.19,1214000000.0,5877195470.5,4294520000.0,4866169898.72,10743365369.22,13774881363.97
000028,2007,国药一致,254834432.81,2906088133.89,254396407.94,2271821881.86,77720000.0,116689102.63,2388510984.49,517577149.4
000029,2007,深深房A,451915145.77,2302724936.6,47000000.0,769966545.46,342214327.8,351386488.85,1121353034.31,1181371902.29
000030,2007,富奥股份,2188.68,27154777.79,467553910.86,973606368.74,0.0,691941907.57,1665548276.31,-1638393498.52
000031,2007,大悦城,1599107121.63,6009005886.28,1060000000.0,1825614590.65,430000000.0,527325080.2,2352939670.85,3656066215.43
000032,2007,深桑达A,433624288.27,1834723552.09,100000000.0,991537303.6,0.0,19821549.0,1011358852.6,823364699.49
000033,2007,新都退,7861231.33,502744923.73,2800000.0,99105079.0,90000000.0,99384535.24,198489614.24,304255309.49
000034,2007,神州数码,25048655.19,328290969.06,147807884.42,855163083.26,0.0,300386590.46,1155549673.72,-827258704.66
000035,2007,中国天楹,662671.96,475219926.07,623378151.54,1484328453.13,0.0,211780982.44,1696109435.57,-1220889509.5
000036,2007,华联控股,1812724544.13,13422719356.29,2221840612.72,8468656709.25,2236151405.06,2288582805.95,10757239515.2,2665479841.09
000037,2007,深南电A,419172000.0,5552914000.0,2484735000.0,3510704000.0,176000000.0,176000000.0,3686704000.0,1866210000.0
000038,2007,大通退,202246.44,8963755.52,46370842.28,93471412.5,0.0,0.0,93471412.5,-84507656.98
000039,2007,中集集团,3054432000.0,40391920000.0,2696559000.0,16508659000.0,4462309000.0,6340960000.0,22849619000.0,17542301000.0
000040,2007,*ST 旭蓝,187516607.09,2227238786.66,378481990.0,898800873.3,91998810.11,211341430.07,1110142303.37,1117096483.29
000042,2007,中洲控股,752805389.19,5374845436.75,137500000.0,2335519166.62,1095300000.0,1131750929.66,3467270096.28,1907575340.47
000043,2007,中航善达,802520816.43,3986532902.64,1084027125.66,2164638508.83,53181659.65,68689235.17,2233327744.0,1753205158.64
000045,2007,深纺织A,124908748.97,680557137.56,105612393.54,229606642.0,0.0,5336929.28,234943571.28,445613566.28
000046,2007,*ST 泛海,376979714.22,7786405081.13,125400000.0,3519022192.7,16700000.0,16700000.0,3535722192.7,4250682888.43
000047,2007,ST 中侨,,,,,,,,
000048,2007,京基智农,163007916.88,1131156101.45,558227992.53,1246056599.02,0.0,63490101.13,1309546700.15,-178390598.7
000049,2007,德赛电池,60274422.96,657017480.83,134000000.0,443354440.73,0.0,0.0,443354440.73,213663040.1
000050,2007,深天马A,716927049.92,4677443675.29,15491450.1,661908272.51,1694577200.0,1738955658.97,2400863931.48,2276579743.81
000055,2007,方大集团,171607741.24,1316903872.37,165000000.0,453232803.33,198000000.0,210108590.11,663341393.44,653562478.93
000056,2007,皇庭国际,61342998.09,1035265567.86,0.0,548998601.19,274918800.0,287790491.95,836789093.14,198476474.72
000058,2007,深赛格,261303787.5,1643575998.86,96750000.0,335797217.99,0.0,4004247.96,339801465.95,1303774532.91
000059,2007,华锦股份,4641445943.19,8979706949.9,1802000000.0,2562783710.6,616664277.17,742774700.12,3305558410.72,5674148539.18
000060,2007,中金岭南,1325818803.03,7934133723.62,1741137858.0,3301727329.23,180000000.0,868940696.82,4170668026.05,3763465697.57
000061,2007,农产品,1112582371.09,5303216398.75,538500000.0,2492722625.12,342426158.33,486339219.93,2979061845.05,2324154553.7
000062,2007,深圳华强,233481975.84,2784875134.3,50000000.0,879967049.92,0.0,87166185.95,967133235.87,1817741898.43
