code,listing_year,industry
600576,2003,C
600577,2002,C
600578,2002,D
600579,2002,C
600580,2002,C
600581,2002,C
600582,2002,C
600583,2002,B
600584,2003,C
600585,1997,C
600586,2002,C
600587,2002,C
600588,2001,G
600589,2001,C
600590,2002,C
600591,2002,F
600592,2002,C
600593,2002,K
600594,2004,C
600595,2002,C
600596,2001,C
600597,2002,C
600598,2002,A
600599,2001,C
600600,1993,C
600601,1990,G
600602,1990,C
600603,1992,J
600604,1992,C
600605,1992,C
600606,1992,J
600607,1992,M
600608,1992,G
600609,1992,C
600610,1992,C
600611,1992,K
600612,1992,C
600613,1992,G
600614,1992,C
600615,1992,C
600616,1992,H
600617,1992,C
600618,1992,C
600619,1992,C
600620,1992,M
600621,1992,G
600622,1992,M
600623,1992,C
600624,1993,M
600625,1993,C
600626,1993,C
600627,1993,C
600628,1993,H
600629,1993,C
600630,1993,C
600631,1993,H
600632,1993,H
600633,1993,C
600634,1993,J
600635,1993,M
600636,1993,C
600637,1993,C
600638,1993,J
600639,1993,J
600640,1993,G
600641,1993,J
600642,1993,D
600643,1993,M
600644,1993,D
600645,1993,C
600646,1993,L
600647,1993,M
600648,1993,J
600649,1993,M
600650,1993,F
600651,1990,C
600652,1990,M
600653,1990,M
600654,1990,C
600655,1992,H
600656,1990,C
600657,1993,C
600658,1993,G
600659,1993,M
600660,1993,C
600661,1993,M
600662,1993,K
600663,1993,J
600664,1993,C
600665,1993,J
600666,1993,C
600667,1993,C
600668,1993,C
600669,1993,C
600670,1993,M
600671,1993,C
600672,1993,A
600673,1993,C
600674,1993,D
600675,1993,J
600676,1993,C
600677,1993,C
600678,1993,C
600679,1993,C
600680,1993,G
600681,1993,L
600682,1993,H
600683,1993,H
600684,1993,J
600685,1993,C
600686,1993,C
600687,1993,G
600688,1993,C
600689,1993,C
600690,1993,C
600691,1993,C
600692,1993,F
600693,1993,H
600694,1993,H
600695,1993,C
600696,1993,C
600697,1993,H
600698,1993,C
600699,1993,C
600700,1996,M
600701,1996,M
600702,1996,C
600703,1996,C
600704,1996,H
600705,1996,M
600706,1996,G
600707,1996,C
600708,1996,F
600709,1996,A
600710,1996,C
600711,1996,M
600712,1996,H
600713,1996,H
600714,1996,B
600715,1996,C
600716,1996,C
600717,1996,F
600718,1996,G
600719,1996,D
600720,1996,C
600721,1996,H
600722,1996,C
600723,1996,H
600724,1996,C
600725,1996,C
600726,1996,D
600727,1996,C
600728,1996,G
600729,1996,H
600730,1996,H
600731,1996,C
600732,1996,J
600733,1996,G
600734,1996,G
600735,1996,C
600736,1996,J
600737,1996,C
600738,1996,H
600739,1996,H
600740,1996,C
600741,1996,K
600742,1996,C
600743,1996,M
600744,1996,D
600745,1996,C
600746,1996,C
600747,1996,C
600748,1996,J
600749,1996,K
600750,1996,C
600751,1996,F
600752,1996,C
600753,1996,C
600754,1994,K
600755,1996,H
600756,1996,G
600757,1996,C
600758,1996,E
600759,1996,M
600760,1996,C
600761,1996,C
600762,1996,A
600763,1996,C
600764,1996,G
600765,1996,C
600766,1996,H
600767,1996,J
600768,1996,F
600769,1996,D
600770,1996,M
600771,1996,C
600772,1996,F
600773,1996,H
600774,1996,H
600775,1996,G
600776,1996,G
600777,1996,M
600778,1996,H
600779,1996,C
600780,1996,D
600781,1996,C
600782,1996,C
600783,1996,C
600784,1996,C
600785,1997,H
600786,1996,C
600787,1997,F
600788,1996,C
600789,1997,C
600790,1997,M
600791,1997,J
600792,1997,C
600793,1997,C
600794,1997,C
600795,1997,D
600796,1997,C
600797,1997,G
600798,1997,F
600799,1997,G
600800,1993,C
600801,1994,C
600802,1994,C
600803,1994,C
600804,1994,G
600805,1994,M
600806,1993,C
600807,1994,H
600808,1993,C
600809,1994,C
600810,1994,C
600811,1994,M
600812,1994,C
600813,1994,C
600814,1994,H
600815,1994,C
600816,1994,I
600817,1994,M
600818,1993,C
600819,1993,C
600820,1994,E
600821,1994,H
600822,1994,H
600823,1994,J
600824,1994,H
600825,1994,H
600826,1994,H
600827,1994,H
600828,1994,H
600829,1994,C
600830,1994,H
600831,1994,L
600832,1994,M
600833,1994,H
600834,1994,D
600835,1994,C
600836,1994,C
600837,1994,I
600838,1994,H
600839,1994,C
600840,1994,H
600841,1993,C
600842,1994,C
600843,1994,C
600844,1993,C
600845,1994,C
600846,1994,M
600847,1994,C
600848,1994,C
600849,1994,C
600850,1994,G
600851,1993,C
600852,1994,E
600853,1994,E
600854,1994,C
600855,1994,C
600856,1994,H
600857,1994,H
600858,1994,H
600859,1994,H
600860,1993,C
600861,1994,H
600862,1994,C
600863,1994,D
600864,1994,D
600865,1994,H
600866,1994,C
600867,1994,C
600868,1994,M
600869,1995,C
600870,1995,C
600871,1994,C
600872,1995,M
600873,1995,C
600874,1994,K
600875,1994,C
600876,1994,C
600877,1995,C
600878,1995,M
600879,1995,C
600880,1995,L
600881,1995,M
600882,1995,C
600883,1995,C
600884,1996,C
600885,1996,C
600886,1996,D
600887,1996,C
600888,1996,C
600889,1996,C
600890,1996,J
600891,1996,H
600892,1996,C
600893,1996,C
600894,1996,C
600895,1996,M
600896,1996,F
600897,1996,F
600898,1996,H
600899,1996,L
600900,2003,D
600901,2018,L
600903,2017,D
600905,2021,D
600906,2021,J
600908,2016,J
600909,2016,J
600916,2021,F
600917,2014,D
600918,2020,J
600919,2016,J
600925,2023,B
600926,2016,J
600927,2021,J
600928,2019,J
600929,2018,C
600933,2017,C
600935,2021,C
600936,2016,I
600938,2001,B
600939,2017,E
600941,1997,I
600955,2021,C
600956,2010,D
600958,2015,J
600959,2015,I
600960,2004,C
600961,2004,C
600962,2004,A
600963,2004,C
600965,2004,A
600966,2004,C
600967,2004,C
600968,2019,B
600969,2004,D
600970,2005,E
600971,2004,B
600973,2004,C
600975,2004,A
600976,2004,C
600977,2016,R
600978,2004,C
600979,2004,D
600980,2004,C
600981,2004,H
600982,2004,D
600983,2004,C
600984,2004,C
600985,2004,C
600986,2004,E
600987,2004,C
600988,2004,C
600989,2019,C
600990,2004,G
600991,2004,C
600992,2004,C
600993,2004,C
600995,2004,D
600996,2016,I
600997,2004,B
600998,2010,H
600999,2009,I
601000,2010,F
601001,2006,B
601002,2007,C
601003,2007,C
601005,1997,C
601006,2006,F
601007,2007,K
601008,2007,F
601009,2007,I
601010,2011,H
601011,2011,C
601012,2012,C
601015,2014,C
601016,2014,D
601018,2010,F
601019,2017,R
601020,2016,B
601021,2015,G
601022,2022,G
601028,2011,C
601033,2024,N
601038,1997,C
601058,2011,C
601059,2023,J
601061,2023,F
601065,2023,C
601066,2016,J
601068,2012,E
601069,2015,B
601077,2010,J
601083,2023,G
601086,2017,F
601088,2005,B
601089,2022,C
601096,2023,C
601098,2010,L
601099,2007,I
601100,2011,C
601101,2010,B
601106,2010,C
601107,1997,F
601108,2017,J
601111,2004,F
601113,2011,C
601116,2011,H
601117,2010,K
601118,2011,A
601121,2023,B
601126,2010,C
601127,2016,C
601128,2016,J
601133,2023,E
601136,2022,J
601137,2011,C
601138,2018,C
601139,2009,D
601155,2015,K
601156,2021,G
601158,2010,D
601162,2018,J
601163,2016,C
601166,2007,I
601168,2007,B
601169,2007,I
601177,2010,C
601179,2010,D
601186,2008,E
601187,2020,J
601188,2010,F
601198,2015,J
601199,2011,D
601200,2017,N
601208,2011,C
601211,2015,J
601212,2017,C
601216,2011,C
601218,2011,C
601222,2011,C
601225,2014,B
601226,2014,M
601228,2017,G
601229,2016,J
601231,2012,C
601233,2011,C
601236,2019,J
601238,2010,C
601258,2011,H
601268,2010,C
601279,2021,C
601288,2010,I
601298,2014,G
601299,2009,C
601311,2011,C
601313,2012,F
601318,2004,I
601319,2012,J
601326,2013,G
601328,2005,I
601330,2014,N
601333,1996,F
601336,2011,I
601339,2012,C
601360,2018,I
601366,2017,F
601368,2015,D
601369,2010,C
601375,2014,J
601377,2010,I
601388,2012,C
601390,2007,E
601398,2006,I
601399,2020,E
601456,2015,J
601500,2016,C
601512,2019,K
601515,2012,C
601518,2010,F
601519,2011,G
601528,2021,J
601555,2011,I
601558,2011,C
601566,2011,C
601567,2011,C
601568,2020,C
601577,2018,J
601579,2014,C
601588,1997,J
601595,2016,R
601598,2003,G
601599,2011,C
601600,2001,C
601601,2007,I
601606,2018,C
601607,1994,C
601608,2012,C
601609,2020,C
601611,2016,E
601615,2019,C
601616,2011,C
601618,2009,E
601619,2017,D
601628,2003,I
601633,2003,C
601636,2011,C
601658,2016,J
601665,2021,J
601666,2006,B
601668,2009,E
601669,2011,E
601677,2011,C
601678,2010,M
601686,2020,C
601688,2010,I
601689,2015,C
601696,2020,J
601698,2019,I
601699,2006,B
601700,2011,C
601702,2020,C
601717,2010,C
601718,2010,M
601727,2005,C
601728,2002,I
601766,2008,C
601777,2010,C
601778,2020,D
601788,2009,I
601789,2011,E
601798,2011,C
601799,2011,C
601800,2006,E
601801,2010,L
601808,2002,B
601811,2007,R
601816,2020,G
601818,2010,I
601825,2021,J
601827,2020,N
601828,2015,L
601838,2018,J
601857,2000,B
601858,2017,R
601860,2019,J
601865,2015,C
601866,2004,F
601868,2015,E
601869,2014,C
601872,2006,F
601877,2010,C
601878,2017,J
601880,2006,F
601881,2013,J
601882,2016,C
601886,2011,E
601888,2009,K
601890,2010,C
601898,2006,B
601899,2003,B
601900,2016,R
601901,2011,I
601908,2011,C
601916,2016,J
601918,2007,B
601919,2005,F
601921,2021,R
601928,2011,L
601929,2012,L
601933,2010,H
601939,2005,I
601949,2017,R
601952,2017,C
601956,2020,C
601958,2008,B
601963,2013,J
601965,2012,C
601966,2016,C
601968,2015,C
601969,2014,B
601975,2019,G
601985,2015,D
601988,2006,I
601989,2009,C
601990,2018,J
601991,1997,D
601992,2009,C
601995,2015,J
601996,2011,C
601997,2016,J
601998,2007,I
601999,2007,L
603000,2012,I
603001,2012,C
603002,2012,C
603003,2012,F
603004,2023,C
603005,2014,C
603006,2014,C
603007,2016,E
603008,2012,C
603009,2014,C
603010,2014,C
603011,2014,C
603012,2015,C
603013,2018,C
603015,2015,C
603016,2016,C
603017,2014,M
603018,2014,M
603019,2014,C
603020,2015,C
603021,2015,C
603022,2015,C
603023,2015,C
603025,2015,C
603026,2015,C
603027,2016,C
603028,2016,C
603029,2016,C
603030,2015,E
603031,2016,F
603032,2017,G
603033,2016,C
603035,2017,C
603036,2016,C
603037,2017,C
603038,2017,C
603039,2017,I
603040,2017,C
603041,2017,C
603042,2017,C
603043,2017,C
603045,2018,C
603048,2021,C
603050,2017,C
603051,2022,C
603052,2022,C
603053,2019,D
603055,2017,C
603056,2018,G
603057,2022,C
603058,2016,C
603059,2018,C
603060,2016,M
603061,2023,C
603062,2023,C
603063,2017,C
603065,2023,C
603066,2015,G
603067,2016,C
603068,2019,C
603069,2016,G
603070,2022,C
603071,2021,F
603073,2023,C
603075,2023,C
603076,2017,C
603077,2012,C
603078,2017,C
603079,2017,C
603080,2018,D
603081,2017,C
603082,2024,C
603083,2017,C
603085,2015,C
603086,2017,C
603087,2020,C
603088,2014,C
603089,2017,C
603090,2016,C
603093,2019,J
603095,2020,C
603096,2017,R
603097,2022,C
603098,2016,E
603099,2014,N
603100,2014,C
603101,2016,F
603102,2022,C
603103,2017,R
603105,2018,C
603106,2017,C
603107,2023,C
603108,2015,F
603109,2019,C
603110,2017,C
603111,2014,C
603112,2020,C
603113,2017,C
603115,2019,C
603116,2015,C
603117,2015,L
603118,2015,C
603119,2023,C
603121,2019,C
603122,2022,F
603123,2012,F
603125,2023,C
603126,2014,M
603127,2017,M
603128,2012,G
603129,2017,C
603130,2022,C
603131,2016,C
603132,2022,B
603133,2017,C
603135,2023,C
603136,2017,N
603137,2023,E
603138,2017,I
603139,2017,C
603150,2022,C
603151,2022,C
603153,2023,M
603155,2020,C
603156,2018,C
603157,2014,C
603158,2015,C
603159,2016,C
603160,2016,C
603161,2018,C
603162,2023,G
603163,2022,E
603165,2017,C
603166,2014,C
603167,2012,G
603168,2014,C
603169,2014,C
603170,2022,C
603171,2021,I
603172,2023,C
603173,2023,C
603176,2021,E
603177,2017,N
603178,2017,C
603179,2017,C
603180,2017,C
603181,2017,C
603182,2022,C
603183,2017,M
603185,2018,C
603186,2017,C
603187,2018,C
603188,2014,C
603189,2016,I
603190,2023,C
603191,2022,C
603192,2018,C
603193,2023,C
603195,2020,C
603196,2017,C
603197,2017,C
603198,2015,C
603199,2015,N
603200,2017,N
603201,2022,C
603203,2016,C
603206,2022,I
603208,2017,C
603209,2022,G
603211,2022,C
603212,2020,C
603213,2021,C
603214,2018,F
603215,2022,C
603216,2021,C
603217,2019,C
603218,2016,C
603219,2021,C
603220,2018,I
603221,2020,C
603222,2015,C
603223,2015,G
603225,2017,C
603226,2017,C
603227,2015,C
603228,2017,C
603229,2017,C
603230,2021,R
603231,2023,C
603232,2017,I
603233,2017,F
603235,2022,C
603236,2019,C
603237,2022,C
603238,2017,C
603239,2016,C
603255,2022,C
603256,2019,C
603258,2016,I
603259,2007,M
603260,2017,C
603261,2022,C
603266,2017,C
603267,2019,C
603268,2015,C
603269,2017,C
603270,2023,C
603272,2022,C
603273,2023,C
603275,2023,C
603276,2023,C
603277,2017,C
603278,2017,C
603279,2019,C
603280,2022,C
603281,2023,C
603282,2023,C
603283,2017,C
603286,2017,C
603288,2014,C
603289,2017,C
603290,2020,C
603291,2023,D
603296,2023,C
603297,2018,C
603298,2016,C
603299,2015,C
603300,2015,L
603301,2018,C
603303,2017,C
603305,2017,C
603306,2014,C
603307,2023,C
603308,2014,C
603309,2015,C
603311,2015,C
603312,2024,C
603313,2016,C
603315,2015,C
603316,2017,E
603317,2019,C
603318,2015,C
603319,2016,C
603320,2017,C
603321,2017,C
603322,2016,I
603323,2016,J
603324,2021,C
603325,2024,C
603326,2017,C
603327,2019,C
603328,2014,C
603329,2017,G
603330,2017,C
603331,2017,C
603332,2019,C
603333,2012,C
603335,2017,C
603336,2016,C
603337,2017,C
603338,2015,C
603339,2016,C
603341,2024,C
603344,2024,C
603345,2017,C
603348,2018,C
603351,2019,C
603353,2020,F
603355,2015,C
603356,2018,C
603357,2017,M
603358,2017,C
603359,2017,E
603360,2017,C
603363,2017,C
603365,2017,C
603366,2012,C
603367,2017,C
603368,2014,F
603369,2014,C
603373,2023,L
603375,2024,C
603377,2016,G
603378,2017,C
603379,2019,C
603380,2017,C
603383,2017,I
603385,2017,C
603386,2017,C
603387,2017,C
603388,2017,E
603389,2016,C
603390,2019,C
603392,2020,C
603393,2016,D
603396,2017,C
603398,2015,C
603399,2012,C
603408,2020,C
603416,2016,C
603421,2016,I
603429,2017,C
603439,2020,C
603444,2017,I
603456,2014,C
603458,2017,M
603466,2017,R
603477,2017,C
603486,2018,C
603488,2017,C
603489,2019,C
603496,2017,C
603499,2017,C
603500,2017,C
603501,2017,C
603505,2017,B
603506,2018,K
603507,2017,C
603508,2015,I
603511,2021,C
603515,2016,C
603516,2018,C
603517,2017,C
603518,2014,C
603519,2015,C
603520,2016,C
603527,2017,C
603528,2016,C
603529,2021,C
603530,2019,C
603533,2017,I
603535,2017,G
603536,2017,C
603538,2017,C
603551,2020,C
603555,2014,C
603556,2016,C
603557,2017,C
603558,2015,C
603559,2016,I
603565,2020,G
603566,2015,C
603567,2015,C
603568,2015,N
603569,2016,L
603577,2016,C
603578,2017,C
603579,2017,C
603580,2017,C
603583,2018,C
603585,2016,C
603586,2017,C
603587,2018,C
603588,2014,N
603589,2015,C
603590,2018,C
603595,2017,C
603596,2018,C
603598,2015,L
603599,2015,C
603600,2015,C
603601,2015,C
603602,2017,I
603603,2017,N
603605,2017,C
603606,2014,C
603607,2017,C
603608,2016,C
603609,2014,C
603610,2019,C
603611,2015,C
603612,2017,C
603613,2019,I
603615,2017,C
603616,2015,C
603617,2017,C
603618,2015,C
603619,2017,B
603626,2017,C
603628,2017,C
603629,2018,C
603630,2017,C
603633,2016,C
603636,2014,I
603637,2017,M
603638,2017,C
603639,2017,C
603648,2017,L
603650,2018,C
603655,2017,C
603656,2017,C
603657,2018,C
603658,2016,C
603659,2017,C
603660,2016,C
603661,2017,C
603662,2019,C
603663,2016,C
603665,2017,C
603666,2018,C
603667,2016,C
603668,2017,C
603669,2015,C
603676,2017,C
603677,2017,C
603678,2015,C
603679,2017,C
603680,2018,C
603681,2019,C
603682,2020,L
603683,2017,C
603685,2017,C
603686,2015,C
603687,2019,C
603688,2014,C
603689,2017,D
603690,2017,C
603693,2018,D
603696,2015,C
603697,2019,C
603698,2015,M
603699,2014,C
603700,2019,C
603701,2016,C
603703,2015,C
603706,2018,D
603707,2017,C
603708,2016,F
603709,2018,C
603711,2017,C
603712,2018,C
603713,2018,G
603716,2016,F
603717,2017,E
603718,2015,C
603719,2020,F
603721,2017,R
603722,2017,C
603725,2017,C
603726,2016,C
603727,2016,B
603728,2017,C
603729,2015,L
603730,2017,C
603733,2018,C
603737,2016,C
603738,2016,C
603739,2019,C
603755,2019,C
603757,2017,C
603758,2017,C
603759,2021,D
603766,2012,C
603767,2017,C
603768,2017,C
603773,2018,C
603776,2017,M
603777,2016,F
603778,2015,E
603779,2016,C
603786,2019,C
603787,2017,C
603788,2015,C
603789,2015,C
603790,2018,C
603797,2017,N
603798,2016,C
603799,2015,C
603800,2015,C
603801,2017,C
603803,2017,C
603806,2014,C
603808,2015,C
603809,2017,C
603810,2018,C
603811,2017,C
603813,2017,G
603815,2019,E
603816,2016,C
603817,2017,D
603818,2015,C
603819,2016,C
603822,2016,C
603823,2016,C
603825,2017,I
603826,2017,C
603828,2015,E
603829,2017,C
603833,2017,C
603836,2021,L
603838,2015,C
603839,2017,C
603843,2016,E
603848,2017,C
603855,2017,C
603856,2017,C
603858,2016,C
603859,2016,M
603860,2017,M
603861,2016,C
603863,2019,C
603866,2015,C
603867,2019,C
603868,2016,C
603869,2015,N
603871,2018,G
603876,2018,C
603877,2017,C
603878,2016,C
603879,2017,C
603880,2017,C
603881,2017,I
603882,2017,Q
603883,2015,F
603885,2015,G
603886,2016,C
603887,2016,E
603888,2016,I
603889,2014,C
603890,2017,C
603893,2020,C
603895,2018,C
603896,2017,C
603897,2018,C
603898,2015,C
603899,2015,C
603900,2016,F
603901,2015,C
603903,2017,N
603906,2017,C
603908,2017,C
603909,2016,M
603912,2017,C
603915,2019,C
603916,2017,C
603917,2017,C
603918,2015,I
603919,2016,C
603920,2017,C
603922,2017,C
603926,2017,C
603927,2019,I
603928,2016,C
603929,2016,E
603931,2020,C
603933,2017,C
603936,2015,C
603937,2017,C
603938,2017,C
603939,2015,F
603948,2020,C
603949,2020,C
603950,2020,C
603955,2017,E
603956,2019,C
603958,2016,C
603959,2016,M
603960,2017,C
603963,2017,C
603966,2017,C
603967,2019,G
603968,2015,C
603969,2015,C
603970,2017,F
603976,2017,C
603977,2016,C
603978,2017,C
603979,2015,B
603980,2017,C
603982,2019,C
603983,2019,C
603985,2017,C
603986,2016,C
603987,2016,C
603988,2014,C
603989,2015,C
603990,2016,I
603991,2017,C
603992,2019,C
603993,2007,B
603995,2019,C
603996,2015,C
603997,2015,C
603998,2014,C
603999,2015,R
605001,2020,C
605003,2020,C
605005,2021,C
605006,2020,C
605007,2020,C
605008,2020,C
605009,2020,C
605011,2021,D
605016,2021,C
605018,2020,C
605020,2021,C
605028,2021,D
605033,2021,C
605050,2020,G
605055,2021,C
605056,2021,F
605058,2020,C
605060,2021,C
605066,2020,C
605068,2020,C
605069,2021,N
605077,2021,C
605080,2021,C
605081,2021,N
605086,2021,B
605088,2020,C
605089,2021,C
605090,2021,D
605098,2021,P
605099,2020,C
605100,2020,C
605108,2020,H
605111,2020,C
605116,2020,C
605117,2021,C
605118,2020,C
605122,2021,C
605123,2020,C
605128,2020,C
605133,2021,C
605136,2020,F
605138,2021,C
605151,2020,C
605155,2020,C
605158,2020,C
605162,2021,D
605166,2020,C
605167,2021,M
605168,2020,L
605169,2020,D
605177,2020,C
605178,2020,E
605179,2020,C
605180,2021,C
605183,2020,C
605186,2020,C
605188,2020,F
605189,2021,C
605196,2021,C
605198,2003,C
605199,2020,C
605208,2021,C
605218,2020,C
605222,2020,C
605228,2021,C
605255,2020,C
605258,2020,C
605259,2021,C
605266,2020,F
605268,2021,C
605277,2021,C
605286,2021,C
605287,2021,E
605288,2020,C
605289,2021,E
605296,2021,A
605298,2021,C
605299,2020,C
605300,2021,C
605303,2021,E
605305,2021,C
605318,2020,C
605319,2021,C
605333,2020,C
605336,2020,C
605337,2021,C
605338,2020,C
605339,2021,C
605358,2020,C
605365,2021,C
605366,2020,C
605368,2021,D
605369,2020,C
605376,2020,C
605377,2020,C
605378,2021,C
605388,2020,C
605389,2021,C
605398,2021,I
605399,2020,C
605488,2021,C
605499,2021,C
605500,2020,C
605507,2021,C
605555,2021,C
605566,2021,C
605567,2021,C
605577,2021,R
605580,2021,D
605588,2021,C
605589,2021,C
605598,2021,E
605599,2021,F
688001,2019,C
688002,2019,C
688003,2019,C
688004,2020,I
688005,2019,C
688006,2019,C
688007,2019,C
688008,2013,C
688009,2015,C
688010,2019,C
688011,2019,C
688012,2019,C
688013,2020,C
688015,2019,C
688016,2019,C
688017,2020,C
688018,2019,I
688019,2019,C
688020,2019,C
688021,2019,C
688022,2019,C
688023,2019,I
688025,2019,C
688026,2020,C
688027,2020,C
688028,2019,C
688029,2019,C
688030,2019,I
688031,2022,I
688032,2021,C
688033,2019,C
688035,2022,C
688036,2019,C
688037,2019,C
688038,2021,I
688039,2019,I
688041,2022,C
688045,2022,I
688046,2022,M
688047,2022,C
688048,2022,C
688049,2021,C
688050,2020,C
688051,2020,I
688052,2022,I
688053,2022,M
688055,2020,C
688056,2020,C
688057,2020,N
688058,2019,I
688059,2021,C
688060,2020,I
688061,2022,C
688062,2022,C
688063,2020,C
688065,2020,C
688066,2019,I
688067,2021,C
688068,2019,C
688069,2020,N
688070,2021,C
688071,2021,C
688072,2022,C
688073,2022,M
688075,2021,C
688076,2021,C
688077,2020,C
688078,2019,I
688079,2021,C
688080,2020,C
688081,2020,C
688082,2021,C
688083,2021,I
688084,2022,C
688085,2020,C
688086,2020,C
688087,2021,C
688088,2019,I
688089,2019,C
688090,2020,C
688091,2021,C
688092,2021,C
688093,2020,C
688095,2020,I
688096,2020,C
688097,2021,C
688098,2019,C
688099,2019,I
688100,2020,C
688101,2019,C
688102,2022,C
688103,2021,C
688105,2021,M
688106,2020,C
688107,2021,C
688108,2019,C
688109,2021,I
688110,2021,C
688111,2019,I
688112,2021,C
688113,2021,C
688114,2022,C
688115,2022,C
688116,2019,C
688117,2021,C
688118,2019,I
688119,2022,C
688120,2022,C
688121,2021,C
688122,2019,C
688123,2019,C
688125,2022,C
688126,2020,C
688127,2020,C
688128,2019,M
688129,2020,C
688130,2022,I
688131,2021,M
688132,2022,C
688133,2020,M
688135,2020,C
688136,2020,C
688137,2022,M
688138,2019,C
688139,2019,C
688141,2022,C
688143,2022,C
688146,2023,C
688147,2022,C
688148,2021,C
688150,2022,C
688151,2021,C
688152,2022,I
688153,2022,C
688155,2020,C
688156,2020,N
688157,2020,C
688158,2020,I
688159,2020,C
688160,2020,C
688161,2021,C
688162,2021,C
688163,2022,C
688165,2020,C
688166,2019,C
688167,2021,C
688168,2019,I
688169,2020,C
688170,2022,C
688171,2022,I
688172,2022,C
688173,2022,I
688175,2022,C
688176,2022,C
688177,2020,C
688178,2020,N
688179,2020,M
688180,2018,C
688181,2020,C
688182,2021,C
688183,2021,C
688184,2022,C
688185,2019,C
688186,2020,C
688187,2006,C
688188,2019,I
688189,2020,C
688190,2021,C
688191,2021,I
688192,2021,C
688193,2022,C
688195,2021,C
688196,2019,C
688197,2022,C
688198,2019,C
688199,2019,C
688200,2020,C
688201,2021,I
688202,2019,M
688203,2022,C
688205,2022,C
688206,2021,I
688207,2022,C
688208,2020,C
688209,2022,C
688210,2021,C
688211,2021,C
688212,2021,C
688213,2022,C
688215,2020,C
688216,2021,C
688217,2021,C
688218,2019,C
688219,2020,C
688220,2022,C
688221,2020,C
688222,2020,M
688223,2022,C
688225,2022,I
688226,2021,C
688227,2021,I
688228,2020,I
688229,2020,I
688230,2021,C
688231,2022,C
688232,2021,I
688233,2020,C
688234,2022,C
688235,2016,C
688236,2015,C
688237,2022,C
688238,2022,M
688239,2021,C
688244,2022,I
688246,2021,I
688247,2022,C
688248,2021,M
688249,2023,C
688251,2022,C
688252,2022,I
688253,2022,C
688255,2021,C
688256,2020,I
688257,2021,C
688258,2019,I
688259,2022,I
688260,2021,C
688261,2022,C
688262,2022,I
688265,2021,M
688266,2020,C
688267,2022,C
688268,2019,C
688269,2021,C
688270,2022,C
688271,2022,C
688272,2021,C
688273,2022,C
688275,2022,C
688276,2021,C
688277,2020,C
688278,2020,C
688279,2022,I
688280,2021,C
688281,2022,C
688282,2022,C
688283,2022,C
688285,2021,C
688286,2020,C
688287,2020,M
688288,2019,C
688289,2020,C
688290,2022,C
688291,2022,I
688292,2022,I
688293,2022,M
688295,2022,C
688296,2021,I
688297,2022,C
688298,2020,C
688299,2019,C
688300,2019,C
688301,2020,C
688302,2022,C
688303,2021,C
688305,2021,C
688306,2022,C
688307,2023,C
688308,2020,C
688309,2020,C
688310,2019,C
688311,2020,C
688312,2020,C
688313,2020,C
688314,2021,C
688315,2021,M
688316,2021,I
688317,2021,C
688318,2020,I
688319,2021,C
688320,2022,C
688321,2019,C
688322,2022,C
688323,2021,C
688325,2022,I
688326,2022,C
688327,2022,I
688328,2021,C
688329,2021,C
688330,2020,C
688331,2020,C
688332,2022,C
688333,2019,C
688334,2023,M
688335,2020,C
688336,2020,C
688337,2022,C
688338,2020,C
688339,2020,C
688343,2023,I
688345,2021,C
688347,2014,C
688348,2022,C
688349,2022,C
688350,2021,C
688351,2022,C
688352,2023,C
688353,2022,C
688355,2021,C
688356,2020,C
688357,2019,C
688358,2019,C
688359,2021,C
688360,2020,C
688361,2023,C
688362,2022,C
688363,2019,C
688365,2020,I
688366,2015,C
688367,2021,C
688368,2019,I
688369,2019,I
688370,2022,N
688371,2022,C
688372,2022,C
688373,2022,C
688375,2022,C
688376,2022,C
688377,2020,C
688378,2020,C
688379,2020,C
688380,2022,C
688381,2022,C
688382,2022,C
688383,2021,C
688385,2000,C
688386,2020,C
688387,2022,C
688388,2019,C
688389,2019,C
688390,2020,C
688391,2022,I
688392,2022,C
688393,2020,C
688395,2021,C
688396,2004,C
688398,2020,C
688399,2019,C
688400,2022,C
688401,2022,C
688403,2022,C
688408,2020,C
688409,2022,C
688410,2022,C
688416,2022,C
688418,2020,C
688419,2022,C
688420,2022,C
688425,2021,C
688426,2022,C
688428,2020,C
688429,2023,C
688432,2022,C
688433,2023,C
688435,2023,I
688439,2022,C
688443,2023,C
688448,2022,C
688450,2023,C
688455,2022,C
688456,2021,C
688458,2023,C
688459,2022,C
688466,2020,N
688468,2021,C
688469,2023,C
688472,2023,C
688475,2022,C
688478,2023,C
688479,2023,I
688480,2022,N
688484,2023,C
688485,2023,N
688486,2023,C
688488,2020,C
688489,2022,C
688496,2022,C
688498,2022,C
688499,2021,C
688500,2020,I
688501,2021,C
688502,2023,C
688503,2022,C
688505,2002,C
688506,2023,C
688507,2023,I
688508,2020,I
688509,2021,M
688510,2020,C
688511,2021,C
688512,2023,C
688513,2020,C
688515,2023,C
688516,2020,C
688517,2021,C
688518,2020,C
688519,2020,C
688520,2020,C
688521,2020,I
688522,2023,C
688523,2023,C
688525,2022,C
688526,2020,C
688528,2020,C
688529,2020,C
688531,2023,C
688533,2021,C
688535,2023,C
688536,2020,I
688538,2021,C
688539,2023,C
688543,2023,C
688545,2025,n
688548,2023,C
688549,2023,C
688550,2020,C
688551,2020,C
688552,2023,C
688553,2021,C
688555,2020,I
688556,2020,C
688557,2020,C
688558,2020,C
688559,2020,C
