code,listing_year,industry
300129,2010,C
300130,2010,C
300131,2010,C
300132,2010,C
300133,2010,L
300134,2010,G
300135,2010,C
300136,2010,C
300137,2010,C
300138,2010,C
300139,2010,C
300140,2010,C
300141,2010,C
300142,2010,C
300143,2010,A
300144,2010,K
300145,2010,C
300146,2010,C
300147,2010,C
300148,2010,L
300149,2010,C
300150,2010,G
300151,2010,C
300152,2010,C
300153,2010,C
300154,2010,C
300155,2011,C
300156,2011,C
300157,2011,B
300158,2011,C
300159,2011,C
300160,2011,C
300161,2011,C
300162,2011,C
300163,2011,C
300164,2011,B
300165,2011,C
300166,2011,G
300167,2011,G
300168,2011,G
300169,2011,C
300170,2011,G
300171,2011,C
300172,2011,K
300173,2011,C
300174,2011,C
300175,2011,C
300176,2011,C
300177,2011,G
300178,2011,K
300179,2011,C
300180,2011,C
300181,2011,C
300182,2011,G
300183,2011,G
300184,2011,G
300185,2011,C
300186,2011,A
300187,2011,K
300188,2011,G
300189,2011,A
300190,2011,K
300191,2011,B
300192,2011,C
300193,2011,C
300194,2011,C
300195,2011,C
300196,2011,C
300197,2011,E
300198,2011,C
300199,2011,C
300200,2011,C
300201,2011,C
300202,2011,C
300203,2011,C
300204,2011,C
300205,2011,C
300206,2011,C
300207,2011,C
300208,2011,C
300209,2011,G
300210,2011,C
300211,2011,G
300212,2011,G
300213,2011,G
300214,2011,C
300215,2011,K
300216,2011,C
300217,2011,C
300218,2011,C
300219,2011,C
300220,2011,C
300221,2011,C
300222,2011,C
300223,2011,C
300224,2011,C
300225,2011,C
300226,2011,L
300227,2011,C
300228,2011,C
300229,2011,G
300230,2011,C
300231,2011,G
300232,2011,C
300233,2011,C
300234,2011,C
300235,2011,L
300236,2011,C
300237,2011,C
300238,2011,C
300239,2011,C
300240,2011,F
300241,2011,C
300242,2011,C
300243,2011,C
300244,2011,K
300245,2011,G
300246,2011,C
300247,2011,C
300248,2011,G
300249,2011,C
300250,2011,G
300251,2011,L
300252,2011,C
300253,2011,G
300254,2011,C
300255,2011,C
300256,2011,C
300257,2011,C
300258,2011,C
300259,2011,C
300260,2011,C
300261,2011,C
300262,2011,K
300263,2011,C
300264,2011,G
300265,2011,C
300266,2011,C
300267,2011,C
300268,2011,C
300269,2011,C
300270,2011,G
300271,2011,G
300272,2011,C
300273,2011,C
300274,2011,C
300275,2011,G
300276,2011,C
300277,2011,G
300278,2011,C
300279,2011,C
300280,2011,C
300281,2011,C
300282,2011,G
300283,2012,C
300284,2012,K
300285,2012,C
300286,2012,C
300287,2012,G
300288,2012,G
300289,2012,C
300290,2012,G
300291,2012,L
300292,2012,C
300293,2012,C
300294,2012,C
300295,2012,I
300296,2012,C
300297,2012,I
300298,2012,C
300299,2012,G
300300,2012,I
300301,2012,C
300302,2012,G
300303,2012,C
300304,2012,C
300305,2012,C
300306,2012,C
300307,2012,C
300308,2012,C
300309,2012,C
300310,2012,I
300311,2012,I
300312,2012,I
300313,2012,A
300314,2012,C
300315,2012,I
300316,2012,C
300317,2012,C
300318,2012,C
300319,2012,C
300320,2012,C
300321,2012,C
300322,2012,C
300323,2012,C
300324,2012,I
300325,2012,C
300326,2012,C
300327,2012,C
300328,2012,C
300329,2012,C
300330,2012,I
300331,2012,C
300332,2012,M
300333,2012,I
300334,2012,C
300335,2012,D
300336,2012,R
300337,2012,C
300338,2012,C
300339,2012,I
300340,2012,C
300341,2012,C
300342,2012,C
300343,2012,C
300344,2012,C
300345,2012,C
300346,2012,C
300347,2012,M
300348,2012,I
300349,2012,C
300350,2012,G
300351,2012,C
300352,2012,I
300353,2012,C
300354,2012,C
300355,2012,E
300356,2012,C
300357,2014,C
300358,2014,C
300359,2014,I
300360,2014,C
300362,2014,C
300363,2014,C
300364,2015,R
300365,2014,I
300366,2014,I
300367,2014,C
300368,2014,C
300369,2014,I
300370,2014,C
300371,2014,C
300372,2014,C
300373,2014,C
300374,2015,C
300375,2014,C
300376,2014,C
300377,2014,I
300378,2014,I
300379,2014,I
300380,2014,I
300381,2014,C
300382,2014,C
300383,2014,I
300384,2014,M
300385,2014,C
300386,2014,I
300387,2014,C
300388,2014,N
300389,2014,C
300390,2014,C
300391,2014,C
300392,2014,I
300393,2014,C
300394,2015,C
300395,2014,C
300396,2014,C
300397,2014,C
300398,2014,C
300399,2014,I
300400,2014,C
300401,2014,C
300402,2014,C
300403,2014,C
300404,2015,M
300405,2014,C
300406,2014,C
300407,2014,C
300408,2014,C
300409,2014,C
300410,2014,C
300411,2014,C
300412,2014,C
300413,2015,F
300414,2015,C
300415,2015,C
300416,2015,C
300417,2015,C
300418,2015,I
300419,2015,I
300420,2015,C
300421,2015,C
300422,2015,N
300423,2015,C
300424,2015,C
300425,2015,C
300426,2015,R
300427,2015,C
300428,2015,C
300429,2015,C
300430,2015,C
300431,2015,I
300432,2015,C
300433,2015,C
300434,2015,C
300435,2015,C
300436,2015,C
300437,2015,C
300438,2015,C
300439,2015,C
300440,2015,I
300441,2015,C
300442,2015,C
300443,2015,C
300444,2015,C
300445,2015,C
300446,2015,C
300447,2015,C
300448,2015,I
300449,2015,C
300450,2015,C
300451,2015,I
300452,2015,C
300453,2015,C
300454,2018,I
300455,2015,C
300456,2015,C
300457,2015,C
300458,2015,C
300459,2015,C
300460,2015,C
300461,2015,C
300462,2015,C
300463,2015,C
300464,2015,C
300465,2015,I
300466,2015,C
300467,2015,I
300468,2015,I
300469,2015,I
300470,2015,C
300471,2015,C
300472,2015,C
300473,2015,C
300474,2016,C
300475,2015,C
300476,2015,C
300477,2015,C
300478,2015,C
300479,2015,C
300480,2015,C
300481,2015,C
300482,2015,C
300483,2015,C
300484,2016,C
300485,2015,C
300486,2015,C
300487,2015,C
300488,2015,C
300489,2015,C
300490,2015,C
300491,2015,C
300492,2015,M
300493,2015,I
300494,2015,I
300495,2015,E
300496,2015,I
300497,2015,C
300498,2015,A
300499,2016,C
300500,2016,M
300501,2016,C
300502,2016,C
300503,2016,C
300504,2018,C
300505,2016,C
300506,2016,E
300507,2016,C
300508,2016,I
300509,2016,C
300510,2016,C
300511,2016,A
300512,2016,C
300513,2016,I
300514,2017,C
300515,2016,C
300516,2016,C
300517,2016,E
300518,2016,I
300519,2016,C
300520,2016,I
300521,2016,C
300522,2016,C
300523,2016,I
300525,2016,I
300526,2016,C
300527,2016,C
300528,2016,R
300529,2016,C
300530,2016,C
300531,2016,C
300532,2016,I
300533,2016,I
300534,2016,C
300535,2016,C
300536,2016,E
300537,2016,C
300538,2016,F
300539,2016,C
300540,2016,C
300541,2016,I
300542,2016,I
300543,2016,C
300545,2016,C
300546,2016,C
300547,2016,C
300548,2016,C
300549,2016,C
300550,2016,I
300551,2016,C
300552,2016,I
300553,2016,C
300554,2017,C
300555,2016,C
300556,2016,I
300557,2016,C
300558,2016,C
300559,2016,I
300560,2016,I
300561,2016,I
300562,2016,C
300563,2016,C
300564,2019,M
300565,2016,C
300566,2016,C
300567,2016,C
300568,2016,C
300569,2016,C
300570,2016,C
300571,2016,I
300572,2016,C
300573,2016,C
300575,2016,C
300576,2016,C
300577,2016,C
300578,2017,I
300579,2016,I
300580,2017,C
300581,2016,C
300582,2016,C
300583,2017,C
300584,2017,C
300585,2016,C
300586,2017,C
300587,2017,C
300588,2017,I
300589,2017,C
300590,2017,C
300591,2017,C
300592,2017,R
300593,2017,C
300594,2019,C
300595,2017,C
300596,2017,C
300597,2017,I
300598,2017,I
300599,2017,C
300600,2017,C
300601,2017,C
300602,2017,C
300603,2017,I
300604,2017,C
300605,2017,I
300606,2017,C
300607,2017,C
300608,2017,I
300609,2017,I
300610,2017,C
300611,2017,C
300612,2017,L
300613,2017,I
300614,2021,N
300615,2017,C
300616,2017,C
300617,2017,C
300618,2017,C
300619,2017,C
300620,2017,C
300621,2017,E
300622,2017,F
300623,2017,C
300624,2018,I
300625,2017,C
300626,2017,C
300627,2017,C
300628,2017,C
300629,2017,C
300630,2017,C
300631,2017,C
300632,2017,C
300633,2017,C
300634,2018,I
300635,2017,M
300636,2017,C
300637,2017,C
300638,2017,C
300639,2017,C
300640,2017,R
300641,2017,C
300642,2017,C
300643,2017,C
300644,2018,C
300645,2017,I
300647,2017,C
300648,2017,C
300649,2017,M
300650,2017,C
300651,2017,C
300652,2017,C
300653,2017,C
300654,2017,R
300655,2017,C
300656,2017,C
300657,2017,C
300658,2017,C
300659,2017,I
300660,2017,C
300661,2017,C
300662,2017,L
300663,2017,I
300664,2018,N
300665,2017,C
300666,2017,C
300667,2017,C
300668,2017,M
300669,2017,C
300670,2017,C
300671,2017,I
300672,2017,C
300673,2017,C
300674,2007,I
300675,2017,M
300676,2017,M
300677,2017,C
300678,2017,I
300679,2017,C
300680,2017,C
300681,2017,C
300682,2017,I
300683,2017,C
300684,2017,C
300685,2017,C
300686,2017,C
300687,2017,I
300688,2017,L
300689,2017,C
300690,2017,C
300691,2017,C
300692,2017,N
300693,2017,C
300694,2018,C
300695,2017,C
300696,2017,C
300697,2017,C
300698,2017,C
300699,2017,C
300700,2017,C
300701,2017,C
300702,2017,C
300703,2017,C
300705,2017,C
300706,2017,C
300707,2017,C
300708,2017,C
300709,2017,C
300710,2017,C
300711,2017,C
300712,2017,M
300713,2017,C
300715,2017,C
300716,2017,C
300717,2017,C
300718,2017,C
300719,2017,C
300720,2017,C
300721,2017,C
300722,2017,C
300723,2017,C
300724,2018,C
300725,2017,C
300726,2017,C
300727,2017,C
300729,2017,C
300730,2017,I
300731,2017,C
300732,2017,M
300733,2018,C
300735,2017,C
300736,2018,O
300737,2018,C
300738,2018,I
300739,2018,C
300740,2018,C
300741,2018,C
300742,2018,C
300743,2018,C
300745,2018,C
300746,2018,M
300747,2018,C
300748,2018,C
300749,2018,C
300750,2018,C
300751,2018,C
300752,2018,C
300753,2018,C
300755,2019,F
300756,2018,C
300757,2019,C
300758,2019,C
300759,2019,M
300760,2018,C
300761,2019,A
300762,2019,C
300763,2019,C
300765,2019,C
300766,2019,I
300767,2019,C
300768,2019,I
300769,2019,C
300770,2019,I
300771,2019,C
300772,2019,C
300773,2019,I
300774,2021,N
300775,2019,C
300776,2019,C
300777,2019,C
300778,2019,M
300779,2019,C
300780,2019,C
300781,2019,L
300782,2019,C
300783,2019,F
300785,2019,I
300786,2019,C
300787,2019,C
300788,2019,R
300789,2019,I
300790,2019,C
300791,2019,C
300792,2019,I
300793,2019,C
300795,2019,L
300796,2019,C
300797,2019,M
300798,2019,C
300799,2019,I
300800,2019,C
300801,2019,C
300802,2019,C
300803,2019,I
300804,2023,C
300805,2019,L
300806,2019,C
300807,2019,C
300808,2019,C
300809,2019,C
300810,2019,I
300811,2019,C
300812,2020,C
300813,2020,C
300814,2021,C
300815,2020,N
300816,2020,N
300817,2020,C
300818,2020,C
300819,2020,C
300820,2020,C
300821,2020,C
300822,2020,C
300823,2020,C
300824,2020,C
300825,2020,M
300826,2020,M
300827,2020,C
300828,2020,C
300829,2020,C
300830,2020,I
300831,2020,C
300832,2020,C
300833,2020,C
300834,2022,C
300835,2020,C
300836,2020,C
300837,2020,C
300838,2020,C
300839,2020,C
300840,2020,C
300841,2020,C
300842,2020,C
300843,2020,C
300844,2021,M
300845,2020,I
300846,2020,I
300847,2020,C
300848,2020,C
300849,2020,C
300850,2020,C
300851,2020,I
300852,2020,C
300853,2020,C
300854,2021,N
300855,2020,C
300856,2020,C
300857,2020,C
300858,2020,C
300859,2020,N
300860,2020,R
300861,2020,C
300862,2020,C
300863,2020,C
300864,2020,N
300865,2020,C
300866,2020,C
300867,2020,N
300868,2020,C
300869,2020,C
300870,2020,C
300871,2020,C
300872,2020,I
300873,2020,G
300875,2020,C
300876,2020,C
300877,2020,C
300878,2020,C
300879,2020,C
300880,2020,C
300881,2020,C
300882,2020,C
300883,2020,C
300884,2020,C
300885,2020,C
300886,2020,C
300887,2020,M
300888,2020,C
300889,2020,C
300890,2020,C
300891,2020,C
300892,2020,F
300893,2020,C
300894,2020,C
300895,2020,I
300896,2020,C
300897,2020,C
300898,2020,C
300899,2020,N
300900,2020,C
300901,2020,M
300902,2020,C
300903,2020,C
300904,2023,C
300905,2020,C
300906,2020,C
300907,2020,C
300908,2020,C
300909,2020,C
300910,2020,C
300911,2020,C
300912,2020,N
300913,2020,C
300915,2020,C
300916,2020,C
300917,2020,K
300918,2020,C
300919,2020,C
300920,2020,C
300921,2020,I
300922,2020,C
300923,2020,C
300925,2020,I
300926,2021,C
300927,2021,C
300928,2021,M
300929,2021,N
300930,2021,C
300931,2021,C
300932,2021,C
300933,2021,C
300935,2021,I
300936,2021,C
300937,2021,F
300938,2021,M
300939,2021,C
300940,2021,C
300941,2021,I
300942,2021,C
300943,2021,C
300945,2021,F
300946,2021,C
300947,2021,L
300948,2021,N
300949,2021,M
300950,2021,C
300951,2021,C
300952,2021,C
300953,2021,C
300955,2021,C
300956,2021,C
300957,2021,C
300958,2021,N
300959,2021,I
300960,2021,C
300961,2021,N
300962,2021,C
300963,2021,C
300964,2021,C
300965,2021,C
300966,2021,C
300967,2021,A
300968,2021,C
300969,2021,C
300970,2021,A
300971,2021,C
300972,2021,A
300973,2021,C
300975,2021,F
300976,2021,C
300977,2021,M
300978,2021,C
300979,2021,C
300980,2021,C
300981,2021,C
300982,2021,E
300983,2021,M
300984,2021,C
300985,2021,C
300986,2021,C
300987,2021,I
300988,2021,C
300989,2021,M
300990,2021,C
300991,2021,C
300992,2021,C
300993,2021,C
300994,2021,C
300995,2021,C
300996,2008,I
300997,2021,C
300998,2021,C
300999,2020,C
301000,2021,C
301001,2021,I
301002,2021,C
301003,2021,C
301004,2021,C
301005,2021,C
301006,2021,C
301007,2021,C
301008,2021,C
301009,2021,C
301010,2021,C
301011,2021,C
301012,2021,C
301013,2021,C
301015,2021,F
301016,2021,C
301017,2021,F
301018,2021,C
301019,2021,C
301020,2021,C
301021,2021,C
301022,2021,C
301023,2021,C
301024,2021,M
301025,2021,R
301026,2021,C
301027,2021,M
301028,2021,C
301029,2021,C
301030,2021,C
301031,2021,C
301032,2021,C
301033,2021,C
301035,2021,C
301036,2021,C
301037,2021,C
301038,2021,M
301039,2019,C
301040,2021,C
301041,2021,C
301042,2021,C
301043,2021,C
301045,2021,C
301046,2021,M
301047,2021,M
301048,2021,C
301049,2021,N
301050,2021,C
301051,2021,C
301052,2021,R
301053,2021,C
301055,2021,C
301056,2021,C
301057,2021,C
301058,2021,M
301059,2021,C
301060,2021,Q
301061,2021,C
301062,2021,C
301063,2021,C
301065,2021,C
301066,2021,C
301067,2021,C
301068,2021,C
301069,2021,C
301070,2021,C
301071,2021,C
301072,2021,C
301073,2021,H
301075,2021,C
301076,2021,C
301077,2021,C
301078,2021,F
301079,2021,C
301080,2021,M
301081,2021,C
301082,2021,C
301083,2021,C
301085,2021,F
301086,2021,C
301087,2021,C
301088,2021,F
301089,2021,C
301090,2021,C
301091,2021,M
301092,2021,C
301093,2021,C
301095,2022,I
301096,2021,M
301097,2022,C
301098,2021,E
301099,2021,F
301100,2021,C
301101,2021,C
301102,2022,L
301103,2022,Q
301105,2022,C
301106,2022,C
301107,2022,C
301108,2021,C
301109,2022,N
301110,2022,I
301111,2021,C
301112,2022,C
301113,2021,C
301115,2022,M
301116,2022,C
301117,2022,I
301118,2021,C
301119,2021,C
301120,2022,C
301121,2022,C
301122,2022,C
301123,2022,C
301125,2022,C
301126,2021,F
301127,2021,N
301128,2021,C
301129,2021,C
301130,2022,C
301131,2022,C
301132,2022,C
301133,2021,C
301135,2022,C
301136,2022,M
301137,2022,C
301138,2021,C
301139,2022,I
301141,2023,C
301148,2022,N
301149,2021,C
301150,2022,C
301151,2022,C
301152,2022,C
301153,2022,I
301155,2021,C
301156,2022,C
301157,2023,C
301158,2022,C
301159,2022,I
301160,2022,C
301161,2022,C
301162,2022,I
301163,2022,C
301165,2022,C
301166,2021,F
301167,2021,M
301168,2021,C
301169,2021,L
301170,2023,C
301171,2022,I
301172,2023,I
301175,2022,N
301176,2022,C
301177,2021,F
301178,2021,I
301179,2021,I
301180,2021,C
301181,2022,C
301182,2021,C
301183,2022,C
301185,2021,I
301186,2021,C
301187,2022,C
301188,2021,C
301189,2021,C
301190,2021,C
301191,2022,C
301192,2020,C
301193,2021,C
301195,2022,I
301196,2022,C
301197,2022,I
301198,2021,C
301199,2021,C
301200,2022,C
301201,2022,C
301202,2023,C
301203,2023,N
301205,2022,C
301206,2022,C
301207,2022,C
301208,2022,I
301209,2022,C
301210,2023,C
301211,2021,C
301212,2022,C
301213,2021,I
301215,2022,M
301216,2022,C
301217,2022,C
301218,2022,I
301219,2022,C
301220,2022,C
301221,2021,I
301222,2022,C
301223,2022,C
301225,2023,C
301226,2022,C
301227,2022,C
301228,2022,M
301229,2022,C
301230,2022,M
301231,2022,R
301232,2023,C
301233,2022,C
301234,2022,C
301235,2022,M
301236,2022,I
301237,2022,C
301238,2022,C
301239,2022,Q
301246,2023,C
301248,2022,I
301251,2023,C
301252,2023,C
301255,2022,C
301256,2022,C
301257,2022,M
301258,2022,C
301259,2022,N
301260,2023,C
301261,2023,C
301262,2023,I
301263,2022,F
301265,2022,C
301266,2022,C
301267,2022,Q
301268,2022,C
301269,2022,I
301270,2022,I
301272,2023,C
301273,2022,C
301276,2022,C
301277,2022,C
301278,2022,C
301279,2022,C
301280,2022,C
301281,2023,C
301282,2022,C
301283,2022,C
301285,2022,C
301286,2022,C
301287,2023,C
301288,2022,C
301289,2022,M
301290,2022,C
301291,2023,C
301292,2023,C
301293,2023,Q
301295,2023,C
301296,2022,C
301297,2022,M
301298,2022,C
301299,2022,I
301300,2022,C
301301,2022,C
301302,2022,I
301303,2023,C
301305,2023,N
301306,2022,M
301307,2023,C
301308,2022,C
301309,2022,C
301310,2023,C
301311,2022,C
301312,2022,C
301313,2022,I
301314,2023,C
301315,2023,I
301316,2022,I
301317,2023,C
301318,2022,C
301319,2022,C
301320,2023,C
301321,2020,C
301322,2023,C
301323,2023,C
301325,2023,C
301326,2022,C
301327,2022,C
301328,2022,C
301329,2023,C
301330,2022,C
301331,2022,C
301332,2023,C
301333,2022,M
301335,2022,C
301336,2022,C
301337,2023,I
301338,2022,C
301339,2022,I
301345,2023,C
301348,2023,C
301349,2022,C
301353,2023,C
301355,2023,C
301356,2022,C
301357,2023,C
301358,2023,C
301359,2022,C
301360,2023,C
301361,2022,C
301362,2023,C
301363,2022,C
301365,2022,M
301366,2022,C
301367,2022,C
301368,2022,C
301369,2022,C
301370,2023,F
301371,2023,C
301372,2023,N
301373,2023,C
301376,2023,F
301377,2022,C
301378,2023,I
301379,2022,C
301380,2022,I
301381,2023,F
301382,2023,I
301383,2023,C
301386,2023,C
301387,2023,C
301388,2022,C
301389,2022,C
301390,2023,M
301391,2022,C
301393,2023,C
301395,2023,C
301396,2022,I
301397,2023,C
301398,2022,C
301399,2023,C
301408,2023,F
301413,2023,C
301418,2023,C
301419,2023,C
301421,2023,C
301428,2023,I
301429,2023,C
301439,2023,C
301446,2023,C
301448,2023,C
301456,2023,C
301459,2023,C
301468,2023,C
301469,2023,C
301486,2023,C
301487,2023,C
301488,2023,C
301489,2023,C
301498,2023,C
301499,2023,C
301500,2023,C
301502,2024,C
301503,2023,C
301505,2023,M
301507,2023,C
301508,2023,M
301509,2023,C
301510,2023,C
301511,2023,C
301512,2023,C
301515,2023,C
301516,2023,C
301517,2023,C
301518,2023,C
301519,2023,N
301520,2023,M
301522,2024,C
301525,2023,C
301526,2023,C
301528,2023,C
301529,2023,C
301533,2023,C
301536,2024,C
301538,2024,C
301539,2024,C
301548,2023,C
301550,2023,C
301555,2023,C
301558,2023,F
301559,2023,C
301566,2023,C
301567,2024,C
301568,2023,C
301577,2024,C
301578,2023,C
301588,2024,C
301589,2024,C
301591,2024,C
301611,2024,C
302132,2010,C
430017,2023,C
430047,2020,C
430090,2021,I
430139,2022,C
430198,2020,C
430300,2022,C
430418,2020,C
430425,2023,I
430476,2022,C
430478,2023,C
430489,2020,C
430510,2020,C
430556,2023,C
430564,2022,I
430685,2022,C
430718,2022,C
600000,1999,I
600001,1998,C
600002,1998,C
600003,1999,F
600004,2003,F
600005,1999,C
600006,1999,C
600007,1999,K
600008,2000,K
600009,1998,F
600010,2001,C
600011,1994,D
600012,1996,F
600015,2003,I
600016,2000,I
600017,2006,F
600018,2000,F
600019,2000,C
600020,2003,F
600021,2003,D
600022,2004,C
600023,2013,D
600025,2017,D
600026,1994,F
600027,1999,D
600028,2000,B
600029,1997,F
600030,2003,I
600031,2003,C
600032,2021,D
600033,2001,F
600035,2004,F
600036,2002,I
600037,2001,L
600038,2000,C
600039,2003,E
600048,2006,J
600050,2002,G
600051,1997,M
600052,1997,J
600053,1997,J
600054,1996,K
600055,1997,C
600056,1997,H
600057,1997,C
600058,1997,H
600059,1997,C
600060,1997,C
600061,1997,C
600062,1997,C
600063,1997,C
600064,1997,J
600065,1997,C
600066,1997,C
600067,1997,C
600068,1997,E
600069,1997,C
600070,1997,C
600071,1997,C
600072,1997,C
600073,1997,C
600074,1997,C
600075,1997,A
600076,1997,G
600077,1997,G
600078,1997,C
600079,1997,M
600080,1997,C
600081,1997,C
600082,1997,J
600083,1997,C
600084,1997,H
600085,1997,C
600086,1997,C
600087,1997,F
600088,1997,L
600089,1997,C
600090,1997,C
600091,1997,C
600092,1997,C
600093,1997,A
600094,1996,C
600095,1997,C
600096,1997,C
600097,1997,C
600098,1997,D
600099,1997,C
600100,1997,G
600101,1997,D
600102,1997,C
600103,1997,C
600104,1997,C
600105,1997,G
600106,1997,F
600107,1997,C
600108,1997,A
600109,1997,I
600110,1997,C
600111,1997,C
600112,1997,C
600113,1997,C
600114,2004,C
600115,1997,F
600116,1997,D
600117,1997,C
600118,1997,C
600119,1998,M
600120,1997,H
600121,1998,D
600122,1998,G
600123,1998,B
600125,1998,F
600126,1998,C
600127,1998,C
600128,1997,H
600129,1997,C
600130,2000,G
600131,1998,D
600132,1997,C
600133,1998,M
600135,1998,C
600136,1998,M
600137,1998,C
600138,1997,K
600139,1998,G
600141,1999,C
600143,2004,C
600145,1999,E
600146,1999,C
600148,1998,C
600149,1999,C
600150,1998,C
600151,1998,C
600152,1998,C
600153,1998,H
600155,1998,C
600156,1998,C
600157,1998,M
600158,1998,K
600159,1998,C
600160,1998,C
600161,1998,C
600162,1998,C
600163,1998,C
600165,1998,C
600166,1998,C
600167,1999,J
600168,1998,D
600169,1998,C
600170,1998,E
600171,1998,C
600172,1998,C
600173,1999,C
600175,1999,J
600176,1999,C
600177,1998,C
600178,1998,C
600179,1998,C
600180,1998,A
600181,1998,C
600182,1999,C
600183,1998,C
600184,2003,C
600185,1999,G
600186,1998,C
600187,1998,C
600188,1998,B
600189,1998,A
600190,1998,F
600191,1998,C
600192,1998,C
600193,1999,M
600195,1999,C
600196,1998,C
600197,1999,C
600198,1998,G
600199,1998,C
600200,1999,C
600201,1999,C
600202,1999,C
600203,1999,C
600205,1999,C
600206,1999,C
600207,1999,C
600208,1999,C
600209,1999,M
600210,1999,C
600211,1999,C
600212,1999,C
600213,1999,C
600215,1999,J
600216,1999,C
600217,1999,C
600218,1998,C
600219,1999,C
600220,1999,C
600221,1997,F
600222,1999,C
600223,2000,M
600225,2000,A
600226,1999,C
600227,2000,C
600228,1999,C
600229,2000,C
600230,2000,C
600231,2000,C
600232,2000,C
600233,2000,C
600234,2000,H
600235,2000,C
600236,2000,K
600237,2000,C
600238,2000,C
600239,1999,C
600240,2000,J
600241,2000,H
600242,2000,F
600243,2000,C
600246,2000,J
600247,2000,H
600248,2000,A
600249,2004,C
600250,2001,H
600251,2003,A
600252,2000,M
600253,2000,C
600255,2000,C
600256,2000,J
600257,2000,A
600258,2000,K
600259,2000,C
600260,2000,C
600261,2000,C
600262,2000,C
600263,2000,E
600265,2000,A
600266,1999,E
600267,2000,C
600268,1999,C
600269,2000,F
600270,2000,F
600271,2003,G
600272,1997,C
600273,2003,C
600275,2000,A
600276,2000,C
600277,2000,C
600278,2000,H
600279,2000,F
600280,2000,H
600281,2000,C
600282,2000,C
600283,2000,D
600284,2004,E
600285,2000,C
600286,1999,C
600287,2000,H
600288,2000,G
600289,2000,G
600290,2000,C
600291,2000,C
600292,2000,D
600293,2000,C
600295,1995,C
600296,2000,C
600297,2000,C
600298,2000,C
600299,2000,C
600300,2000,C
600301,2000,C
600302,2000,C
600303,2000,C
600305,2001,C
600306,2000,H
600307,2000,C
600308,2000,C
600309,2001,C
600310,2001,D
600311,2001,C
600312,2001,C
600313,2001,A
600315,2001,C
600316,2000,C
600317,2002,F
600318,2000,C
600319,2001,C
600320,1997,C
600321,2001,C
600322,2001,J
600323,2000,D
600325,2004,J
600326,2001,F
600327,2002,H
600328,2000,C
600329,1997,C
600330,2001,C
600331,2001,C
600332,1997,C
600333,2000,D
600335,2001,C
600336,2000,C
600337,2000,C
600338,2000,C
600339,2000,C
600340,2003,C
600343,2003,C
600345,2000,G
600346,2001,C
600348,2003,B
600350,2002,K
600351,2002,C
600352,2003,C
600353,2002,C
600354,2004,A
600355,2002,G
600356,2001,C
600357,2002,C
600358,2000,K
600359,1999,A
600360,2001,C
600361,2001,H
600362,1997,C
600363,2001,C
600365,2001,C
600366,2000,C
600367,2001,C
600368,2000,F
600369,2001,F
600370,2003,C
600371,2002,C
600372,2001,C
600373,2002,C
600375,2003,C
600376,2001,J
600377,1997,F
600378,2001,C
600379,2002,C
600380,2001,C
600381,2001,H
600382,2001,C
600383,2001,J
600385,2001,C
600386,2001,L
600387,2004,F
600388,2000,C
600389,2001,C
600390,2001,C
600391,2001,C
600392,2003,G
600393,2001,J
600395,2001,B
600396,2001,D
600397,2002,C
600398,2000,C
600399,2000,C
600400,2001,C
600401,2003,C
600403,2003,G
600405,2004,C
600406,2003,G
600408,2003,C
600409,2003,C
600410,2004,G
600415,2002,H
600416,2002,C
600418,2001,C
600419,2001,C
600420,2004,C
600421,2004,C
600422,2000,C
600423,2003,C
600425,2003,C
600426,2002,C
600428,2002,F
600429,2003,C
600432,2003,C
600433,2003,C
600435,2003,C
600436,2003,C
600438,2004,A
600439,2003,C
600444,2004,C
600446,2003,G
600448,2001,C
600449,2003,C
600452,2004,D
600455,2004,G
600456,2002,C
600458,2002,C
600459,2003,C
600460,2003,C
600461,2004,D
600462,2003,C
600463,2004,J
600466,2001,C
600467,2004,A
600468,2001,C
600469,2003,C
600470,2004,C
600472,2005,B
600475,2003,C
600476,2003,G
600477,2003,E
600478,2003,C
600479,2004,C
600480,2003,C
600481,2003,C
600482,2004,C
600483,2004,C
600485,2003,G
600486,2002,C
600487,2003,G
600488,2001,C
600489,2003,B
600490,2003,C
600491,2004,E
600493,2004,C
600495,2004,C
600496,2002,E
600497,2004,B
600498,2001,G
600499,2002,C
600500,2000,H
600501,2001,C
600502,2003,E
600503,2002,G
600505,2002,D
600506,2001,A
600507,2003,C
600508,2001,B
600509,2002,D
600510,2002,C
600511,2002,H
600512,2002,E
600513,2003,C
600515,2002,H
600516,2002,C
600517,2003,C
600518,2001,C
600519,2001,C
600520,2002,C
600521,2003,C
600522,2002,G
600523,2001,C
600525,2002,C
600526,2002,C
600527,2003,C
600528,2001,E
600529,2002,C
600530,2001,C
600531,2002,C
600532,2002,C
600533,2002,J
600535,2002,C
600536,2002,G
600537,2003,C
600538,2003,C
600539,2001,C
600540,2004,A
600543,2004,C
600545,2003,E
600546,2003,E
600547,2003,B
600548,1997,F
600549,2002,C
600550,2001,C
600551,2002,C
600552,2002,C
600553,2002,C
600555,1999,C
600556,2001,C
600557,2002,C
600558,2001,C
600559,2002,C
600560,2002,C
600561,2002,F
600562,2003,C
600563,2002,C
600565,2002,C
600566,2001,C
600567,2001,C
600568,2001,C
600569,2001,C
600570,2003,G
600571,2002,G
600572,2004,C
600573,2003,C
600575,2003,F
