code,year,stknme,FS_Combas-A001101000,FS_Combas-A001000000,FS_Combas-A002000000,FS_Combas-A002100000,FS_Combas-A002200000,FS_Combas-A002101000,FS_Combas-A002201000,FS_Combas-A003000000,FS_Comins-B002000000,Shrcr1,Shrhfd5,listing_year
587.0,2000,*ST 金洲,38127478.57,697103641.65,234949027.45,220149027.45,14800000,148900000,14800000,462154614.2,55814188.68,,,1996.0
588.0,2000,PT 粤金曼,3434706.18,570816349.62,1497305704.11,1495218553.35,2087150.76,1047688050,0,-926489354.49,-440992227.06,,,1996.0
589.0,2000,贵州轮胎,185117849,2366327311,1494805050,913883549,580921501,359210796,527663801,871522261,16043817,,,1996.0
590.0,2000,启迪药业,47026118.58,636255452.21,256237487.2,220687487.2,35550000,60415050,35550000,380017965.01,30169221.79,,,1996.0
591.0,2000,太阳能,49013794.35,490044162.81,241694853.72,208556324.19,33138529.53,87210000,0,248349309.09,26341169.09,,,1996.0
592.0,2000,平潭发展,20178175.78,899419817.41,588947808.38,559100306.59,29847501.79,382011974.39,22000000,310472009.03,14427081.27,,,1996.0
593.0,2000,德龙汇能,70818366.77,543620343.81,246982702.55,226784114.16,20198588.39,64770000,20000000,296637641.26,21241220.36,,,1996.0
594.0,2000,国恒退,5195163.27,911801893.19,229182263.95,210683720.96,18498542.99,11400000,2360000,682619629.24,71515695.56,,,1996.0
595.0,2000,*ST 宝实,9228983.38,1115521640.76,679370959.01,668905574.65,10465384.36,212780000,7000000,436150681.75,1919205.7,,,1996.0
596.0,2000,古井贡酒,101347908.33,1588019484.31,444133249.04,441650430.35,2482818.69,0,0,1143886235.27,146812035.31,,,1996.0
597.0,2000,东北制药,213943206.2,2669196371.57,1763667530.89,1680535677.58,83131853.31,829384516.34,51668438.5,905528840.68,28842432.27,,,1996.0
598.0,2000,兴蓉环境,123933420.75,709561351.38,125080993.22,125080993.22,0,28500000,0,584480358.16,64341583.89,,,1996.0
599.0,2000,青岛双星,79785559.84,950432515.17,480725161.14,480725161.14,0,8800000,0,469707354.03,34659338.29,,,1996.0
600.0,2000,建投能源,10262809.75,668243546.46,352718144,324218144,28500000,200630000,28500000,315525402.46,163698.02,,,1996.0
601.0,2000,韶能股份,558778664.11,2567567186.64,708483035.98,419323469.53,289159566.45,14650000,278334556.75,1859084150.66,131748088.57,,,1996.0
602.0,2000,金马集团,1693684.81,324764749.5,208215547.94,198063670.71,10151877.23,12892000,3500000,116549201.56,-27107185.77,,,1996.0
603.0,2000,盛达资源,1744972,259167567.6,128212701.15,128012701.15,200000,80950000,0,130954866.45,1586716.21,,,1996.0
605.0,2000,渤海股份,354577.35,300938851.68,198900608.42,186554831.95,12345776.47,49280000,10000000,102038243.26,1111476.43,,,1996.0
606.0,2000,顺利退,31529777.36,356184380.83,86696952.72,84696952.72,2000000,47810000,2000000,269487428.11,18546655.48,,,1996.0
607.0,2000,华媒控股,82931349.41,978774412.13,504967268.8,478323378.8,26643890,163240000,26643890,473807143.33,105022981.56,,,1996.0
608.0,2000,*ST 阳光,192963852.21,1190580872.18,648571010.5,648571010.5,0,43000000,0,542009861.68,104237978.83,,,1996.0
609.0,2000,*ST 中迪,118927417.57,470768268.01,57381492.44,57381492.44,0,2450000,0,413386775.57,35786518.8,,,1996.0
610.0,2000,西安旅游,176338647.51,440969019.93,81027358.12,51027358.12,30000000,300000,30000000,359941661.81,16600560.82,,,1996.0
611.0,2000,天首退,33172556.08,607418765.3,289460690.35,160821215.35,128639475,13000000,108580800,317958074.95,-2655728.08,,,1996.0
612.0,2000,焦作万方,317044751.51,1582999582.32,1003052667.09,636775027.09,366277640,492176120,342177640,579946915.23,50125500.37,,,1996.0
613.0,2000,东海A退,896854.47,325803244.62,221834285.83,201834285.83,20000000,80750627.06,20000000,103968958.79,-61069749.75,,,1996.0
615.0,2000,*ST 美谷,63640471.66,742412284.81,197384956.84,126667445.75,70717511.09,8000000,69600000,545027327.97,37459259.5,,,1996.0
616.0,2000,*ST 海投,44002565.15,523659567.57,225714836.56,225714836.56,0,190000000,0,297944731.01,26870564.61,,,1996.0
617.0,2000,中油资本,22149806.33,476624639.29,298655244.75,208665456.58,89989788.17,0,0,177969394.54,5204307.29,,,1996.0
618.0,2000,吉林化工,228964237,17710708378,11965578747,4385477165,7580101582,1989440000,4512317447,5745129631,-861609624,,,1995.0
619.0,2000,海螺新材,101911715.86,714184660.34,444802714.27,350142714.27,94660000,162000000,94660000,269381946.07,98144649.18,,,1996.0
620.0,2000,新华联,97979284.34,1208980033.37,407387909.35,404461989.35,2925920,297110000,0,801592124.02,48966015.58,,,1996.0
621.0,2000,*ST 比特,54114718.98,414572286.37,72937302.17,72937302.17,0,50000000,0,341634984.2,33888489.14,,,1996.0
622.0,2000,*ST 恒立,95996219.84,504571868.81,270189512.31,221614212.31,48575300,97750000,46134300,234382356.5,18398784.57,,,1996.0
623.0,2000,吉林敖东,262890124.95,1432667801.46,325186776.85,325132776.85,54000,167800000,54000,1107481024.61,87400728.92,,,1996.0
625.0,2000,长安汽车,1496241984.87,7571674232.64,4653215229.88,4467512813.16,185702416.72,796500000,155250000,2918459002.76,222198513.49,,,1996.0
626.0,2000,远大控股,39847195.95,653988680.66,473155220.7,469000754.7,4154466,114629300.5,3568000,180833459.96,14269341.23,,,1996.0
627.0,2000,天茂集团,104853903.67,886330517.23,291809074.8,282809074.8,9000000,156305000,9000000,594521442.43,40349351.68,,,1996.0
628.0,2000,高新发展,100715281.48,1628052808.58,1064601169.77,929713447.41,134887722.36,473950000,107457562.36,563451638.81,7264295.61,,,1996.0
629.0,2000,钒钛股份,106517601,7074791478,2944851632,2355159426,589692206,658920000,583500000,4129939846,461049299,,,1996.0
630.0,2000,铜陵有色,569116484.79,2758815829.72,803816525.72,598816525.72,205000000,248067000,205000000,1954999304,142902909.02,,,1996.0
631.0,2000,顺发恒业,151264608.33,1176647959.27,404374687.69,363168421.19,41206266.5,133023267.5,41184218.5,772273271.58,60079010.37,,,1996.0
632.0,2000,三木集团,157362845.72,1533385564.04,999357952.76,934200617.07,65157335.69,441918455,42590000,534027611.28,36471335.04,,,1996.0
633.0,2000,合金投资,201408094.31,1397842222.62,878810695.06,652772036.36,226038658.7,393073012.69,224420000,519031527.56,66408568.46,,,1996.0
635.0,2000,英力特,102197866.72,727940831.23,253597922.44,243507922.44,10090000,140101964.84,10000000,474342908.79,28415068.9,,,1996.0
636.0,2000,风华高科,842371986.44,2503666073.01,355700053.99,334521349.85,21178704.14,51300000,20200000,2147966019.02,374094942.37,,,1996.0
637.0,2000,茂化实华,186463291.44,563805946.29,71404933.36,71404933.36,0,0,0,492401012.93,50004308.75,,,1996.0
638.0,2000,*ST 万方,33557104.4,608619090.07,378675606.19,368584446.4,10091159.79,202109797.41,0,229943483.88,7329129.16,,,1996.0
639.0,2000,西王食品,42257403.29,189086307.43,109176229.22,109176229.22,0,78400000,0,79910078.21,5113212.47,,,1996.0
650.0,2000,仁和药业,117693009.8,651614225.14,306290956.42,101030956.42,205260000,24330000,205260000,345323268.72,21787844.76,,,1996.0
651.0,2000,格力电器,1609099412.21,5785824935.69,4136141106.51,4133641106.51,2500000,0,0,1649683829.18,259021825.4,,,1996.0
652.0,2000,泰达股份,452839936.57,1284403616.27,614772898.96,414772898.96,200000000,289580000,200000000,669630717.31,140111581.94,,,1996.0
653.0,2000,ST 九州,38348696.89,647365072.22,1400340197.36,1347064807.02,53275390.34,583512663.56,36128200,-752975125.14,-934793745.32,,,1996.0
655.0,2000,金岭矿业,71266152.34,1191804020.41,777423802.63,635688023.64,141735778.99,160938389.36,139739633.76,414380217.78,21695431.55,,,1996.0
656.0,2000,*ST 金科,21379637.61,702137037.01,411044438.78,381044438.78,30000000,39408000,30000000,291092598.23,2370342.1,,,1996.0
657.0,2000,中钨高新,81716192.84,927481384.78,409504462.22,381504462.22,28000000,216110000,28000000,517976922.56,37140302.42,,,1996.0
658.0,2000,ST 海洋,11272337.39,368958371.71,360437502.92,358812100.29,1625402.63,211202955,795572.1,8520868.79,-217040632.21,,,1996.0
659.0,2000,珠海中富,385299218.73,2107555535.4,760919407.18,562838555.05,198080852.13,258000000,198080852.13,1346636128.22,99698704.35,,,1996.0
660.0,2000,*ST 南华,61879395.72,1183719153.47,802247729.86,791797729.86,10450000,759719252.54,10000000,381471423.61,19571014.45,,,1996.0
661.0,2000,长春高新,84321853,1185921698.95,580060373.2,426964184.7,153096188.5,132592976.89,117496188.5,605861325.75,38249304.78,,,1996.0
662.0,2000,天夏退,27466742.08,306141703.33,234761518.09,179874263.75,54887254.34,111309963,7000000,71380185.24,-73657807.96,,,1996.0
663.0,2000,永安林业,48250341.03,957469416.3,498458491.37,399987284.14,98471207.23,274065100,88274900.59,459010924.93,13195897.54,,,1996.0
665.0,2000,湖北广电,141454013.93,762573877.53,273240929.17,224716980.61,48523948.56,161582000,48514746.04,489332948.36,36999037.66,,,1996.0
666.0,2000,经纬纺机,1628381739,3673565072,1537521639,1466231639,71290000,416410000,71290000,2136043433,136215805,,,1996.0
667.0,2000,ST 美置,68151115.11,665812306.48,175539912.32,175539912.32,0,69070000,0,490272394.16,1890313.77,,,1996.0
668.0,2000,*ST 荣控,89942757.83,895841026.06,539097191.66,507764191.66,31333000,363000000,31333000,356743834.4,47208629.01,,,1996.0
669.0,2000,ST 金鸿,4611013.66,138755696.47,66375925.6,16675201.95,49700723.65,10000000,0,72379770.87,8476080.52,,,1996.0
670.0,2000,盈方微,252042535.02,1640304160.48,791865072.38,791865072.38,0,294320000,0,848439088.1,52803959.36,,,1996.0
671.0,2000,ST 阳光城,6225457.51,276694169.74,81743210.83,81743210.83,0,46330000,0,194950958.91,20012759.5,,,1996.0
672.0,2000,上峰水泥,25961078.05,364440055.67,236212290.62,234313249.34,1899041.28,117900000,0,128227765.05,11926425.37,,,1996.0
673.0,2000,当代退,56141603.85,481670700.53,155415691.55,155415691.55,0,99500000,0,326255008.98,32055759.26,,,1997.0
675.0,2000,ST 银山,4236456.19,645150799.73,565300406.79,418320617.07,146979789.72,147509500,137830000,79850392.94,-59966960.71,,,1996.0
676.0,2000,智度股份,68195011.51,367234109.67,123134003.52,107134003.52,16000000,66630000,16000000,244100106.15,29882719.59,,,1996.0
677.0,2000,恒天海龙,23747975.1,663312858.28,369512350.17,278502938.24,91009411.93,138160000,0,293800508.11,38053907.05,,,1996.0
678.0,2000,襄阳轴承,12519159.55,971788267.15,430663876.71,225155582.71,205508294,101600000,205508294,541124390.44,-56147853.55,,,1997.0
679.0,2000,大连友谊,483287584.17,1357614088.81,667866385.47,512866385.47,155000000,365500000,155000000,689747703.34,47035683.25,,,1997.0
680.0,2000,山推股份,92643675.04,1318757830.89,752990705.22,719640874.5,33349830.72,277410000,33349830.72,565767125.67,16740798.17,,,1997.0
681.0,2000,视觉中国,254809133.32,445970510.21,112722789.47,112722789.47,0,11200000,0,333247720.74,32286793.07,,,1997.0
682.0,2000,东方电子,893994460.61,1847906906.33,445201429.14,445201429.14,0,3000000,0,1402705477.19,473601971.99,,,1997.0
683.0,2000,博源化工,44637988.78,2234693507.7,1222645329.35,881793372.29,340851957.06,321348105,357600000,1012048178.35,20352757.6,,,1997.0
685.0,2000,中山公用,44398940.34,388008057.74,100235469.03,100229889.03,5580,59000000,0,287772588.71,20515494.1,,,1997.0
686.0,2000,东北证券,37687686.08,543423758.79,171409655.03,171409655.03,,87000000,,372014103.76,24396729.27,,,1997.0
687.0,2000,华讯退,176334588.58,1327243468.25,272797434.75,353344948.5,-80547513.75,130000000,0,1054446033.5,32104936.33,,,1997.0
688.0,2000,国城矿业,579645621.64,1472722601.45,961168155.23,690409965.95,270758189.28,397650000,249690000,511554446.22,94291813.54,,,1997.0
689.0,2000,ST 宏业,1443140.67,289576341.63,242035645.34,242035645.34,0,153833000,0,47540696.29,-76984936.73,,,1996.0
690.0,2000,宝新能源,84686736.52,494779810.6,159794310.04,159794310.04,0,53000000,0,334985500.56,44184993.2,,,1997.0
691.0,2000,*ST 亚太,8134290.53,857921063.09,206149323.7,206149323.7,0,73713430,0,651771739.39,838984.39,,,1997.0
692.0,2000,惠天热电,184277854.12,1626619767.08,801868728.22,735247150.64,66621577.58,118450000,66621577.58,824751038.86,93331769.86,,,1997.0
693.0,2000,华泽退,295812536.24,586224584.7,235638525.87,134638525.87,101000000,71600000,101000000,350586058.83,31697741.67,,,1997.0
695.0,2000,滨海能源,294330664.26,916819024.63,515057882.44,513149324.99,1908557.45,360600000,0,401761142.19,24513905.88,,,1997.0
697.0,2000,ST 炼石,248601017.38,1226621797.18,429783055.16,429783055.16,0,138027150,0,796838742.02,71384203.75,,,1997.0
698.0,2000,沈阳化工,161544668.42,3096507174.43,1397958076.74,1183513596.49,214444480.25,365600000,255182258.33,1698549097.69,212596919.09,,,1997.0
699.0,2000,S*ST 佳纸,13609521.89,1662388639.36,1138701460.11,834461460.11,304240000,217205296.03,273790000,523687179.25,-43458352.41,,,1997.0
700.0,2000,模塑科技,124939194.25,646859793.47,209988182.68,209988182.68,0,113967150,0,436871610.79,54401740.2,,,1997.0
701.0,2000,厦门信达,136865388.78,953012589.24,410312159.14,409970029.25,342129.89,258500000,0,542700430.1,7213618.48,,,1997.0
702.0,2000,正虹科技,496712720.95,1265929819.78,403278530.54,400778530.54,2500000,241430000,0,862651289.24,83938488.37,,,1997.0
703.0,2000,恒逸石化,64596134.91,534257754.14,233700455.22,231113662.82,2586792.4,76439200,0,300557298.92,31999397.8,,,1997.0
705.0,2000,浙江震元,225900946.36,716328391.13,277049217.45,260465289.59,16583927.86,118000000,23000000,439279173.68,30392834.97,,,1997.0
707.0,2000,双环科技,118369369.29,1585930653.71,331414618.19,151414618.19,180000000,18900000,180000000,1254516035.52,81880928.19,,,1997.0
708.0,2000,中信特钢,146051397.9,3824058416.87,2269820648.14,2025006140.21,244814507.93,816470000,230059837.56,1554237768.73,13666780.66,,,1997.0
709.0,2000,河钢股份,512211651.42,10255704171.1,4899879065.34,3104077624.94,1795801440.4,563400000,1795250000,5355825105.76,592538885.46,,,1997.0
710.0,2000,贝瑞基因,33982698.99,332388165.41,125328937.45,115328937.45,10000000,55050000,10000000,207059227.96,1608235.36,,,1997.0
711.0,2000,*ST 京蓝,48974411.86,404741544.53,49866737.83,49767959.94,98777.89,35000000,0,354874806.7,42536641.56,,,1997.0
712.0,2000,锦龙股份,68128701.78,576375185.33,162501676.67,131572100.67,30929576,70230000,11259576,413873508.66,56540711.34,,,1997.0
713.0,2000,丰乐种业,82750546.32,993892393.75,355201407.59,351498550.26,3702857.33,129750000,3081608.29,638690986.16,67274134.61,,,1997.0
715.0,2000,中兴商业,38573167.36,968505097.37,392369514.95,301773638.33,90595876.62,55000000,88000000,576135582.42,635698.06,,,1997.0
716.0,2000,黑芝麻,155952723.27,742622783.9,387563276.5,244766990.65,142796285.85,133900000,142368000,355059507.4,6832427.72,,,1997.0
717.0,2000,中南股份,153478954.99,3000610787.98,716880395.26,716880395.26,0,351700000,0,2283730392.72,225299369.48,,,1997.0
718.0,2000,苏宁环球,283603398.99,2766730062.75,1430939117.77,1086995926.86,343943190.91,488185507.93,343943190.91,1335790944.98,71526505.63,,,1997.0
719.0,2000,中原传媒,126576874.61,578279445.86,321187583.38,301598567.2,19589016.18,89240000,19390000,257091862.48,24015596.94,,,1997.0
720.0,2000,新能泰山,180936248.06,2527328403.5,1172582375.65,707470282.3,465112093.35,337268936.99,446092211.24,1354746027.85,151957965.31,,,1997.0
721.0,2000,西安饮食,46318401.02,489878426.77,232875671.46,163122033.97,69753637.49,105600000,67571490,257002755.31,3663952.08,,,1997.0
722.0,2000,湖南发展,107293559.75,1586515292.07,737512376.77,492613880.16,244898496.61,228200000,186083080,849002915.3,51784603.62,,,1997.0
723.0,2000,美锦能源,45204335.66,929321915.81,485142785.72,470342785.72,14800000,313500000,14800000,444179130.09,-36390686.99,,,1997.0
725.0,2000,京东方A,1415667242,4026726235,1709349123,1503442211,205906912,745483430,178000000,2317377112,147599652,,,1997.0
726.0,2000,鲁泰A,616656135.18,1418552507.87,202437591.54,202437591.54,0,24012000,0,1216114916.33,86433629.93,,,1997.0
727.0,2000,冠捷科技,303680649.08,1147657977.32,310259001.24,310259001.24,0,127500000,0,837398976.08,104735562.68,,,1997.0
728.0,2000,国元证券,398887709,1777925118,690778073,510709714,180068359,300900000,180068359,1087147045,75346090,,,1997.0
729.0,2000,燕京啤酒,756229087.31,4043620348.55,438539100.41,386484585.68,52054514.73,35890000,45751928.27,3605081248.14,269501277.43,,,1997.0
730.0,2000,*ST 环保,153476601.51,1668574229.27,767376032.82,640853109.27,126522923.55,332580000,89291054,901198196.45,42648070.72,,,1997.0
731.0,2000,四川美丰,76337966.9,776787806.86,146589088.34,91448054.63,55141033.71,40000000,55100000,630198718.52,61100473.43,,,1997.0
732.0,2000,ST 泰禾,420666004.55,1065542762.48,563245999.84,471636132.99,91609866.85,261757141.29,69500000,502296762.64,5987636.42,,,1997.0
733.0,2000,振华科技,242114106.15,1861796145.8,565321679.42,561292966.75,4028712.67,306026500,3202046,1296474466.38,85045221.46,,,1997.0
735.0,2000,罗牛山,65635188,1208055017.43,488160641.93,271185846.21,216974795.72,117000000,216974795.72,719894375.5,77355150.83,,,1997.0
736.0,2000,*ST 中地,212034069.35,395500287.33,153389354.74,153341635.69,47719.05,139000000,0,242110932.59,21316203.94,,,1997.0
737.0,2000,北方铜业,461637043,3008111032.96,1438514189.73,1255300189.73,183214000,543416000,183214000,1569596843.23,102851728.35,,,1997.0
738.0,2000,航发控制,81382698.81,1950538318.51,912483687.67,872483687.67,40000000,373734442.19,40000000,1038054630.84,-162081607.36,,,1997.0
739.0,2000,普洛药业,13620762.29,546583371.27,231455905.82,227861713.31,3594192.51,117010000,0,315127465.45,7515697.8,,,1997.0
748.0,2000,长城信息,173826181.05,943216030.68,297621291.56,277356093.72,20265197.84,49250000,20000000,645594739.12,56785598.75,,,1997.0
750.0,2000,国海证券,146174506.44,1091794601.7,279277854.43,267512010.43,11765844,201000000,9000000,812516747.27,54537687.32,,,1997.0
751.0,2000,锌业股份,228850879.13,4050437988.49,1471112449.45,1369112449.45,102000000,638900000,102000000,2579325539.04,418365469.54,,,1997.0
752.0,2000,ST 西发,42745383.73,495296656.59,166215145.84,132010310.92,34204834.92,111300000,34100000,329081510.75,27932299.22,,,1997.0
753.0,2000,漳州发展,107687897.81,743631987.13,145376208.88,139411465.85,5964743.03,102384440,0,598255778.25,36177117.9,,,1997.0
755.0,2000,山西高速,288019472.13,1303902293.97,444795051.22,271183906.58,173611144.64,150180000,171200000,859107242.75,52087693.33,,,1997.0
756.0,2000,新华制药,279225711.56,1362726773.12,436814800.43,433253300.43,3561500,259100000,0,925911972.69,69185471.65,,,1996.0
757.0,2000,浩物股份,122684341.15,713800001.2,240475003.56,209498310.26,30976693.3,139200000,29000000,473324997.64,28684379.64,,,1997.0
758.0,2000,中色股份,243605629.91,1360905361.97,556144553.46,556144553.46,0,50000000,0,804760808.51,14470701.67,,,1997.0
759.0,2000,中百集团,143403819.74,1286578784.46,718086764.04,609405639.93,108681124.11,221150000,107190000,568492020.42,85543366.94,,,1997.0
760.0,2000,斯太退,40486318.61,502978434.75,111224213.05,101151917.05,10072296,32684106.98,10072296,391754221.7,31498048.78,,,1997.0
761.0,2000,本钢板材,262329200,4728852728,1290268422,826268422,464000000,202510000,464000000,3438584306,349806924,,,1997.0
762.0,2000,西藏矿业,73185693.06,756659243.14,231590493.35,178590493.35,53000000,84902000,53000000,525068749.79,5633871.72,,,1997.0
763.0,2000,锦州石化,59159725.29,2287803870.94,753567641.7,748567641.7,5000000,293430000,5000000,1534236229.24,65927096.49,,,1997.0
765.0,2000,*ST 华信,18687420.74,582093738.28,347897153.13,347897153.13,0,210100000,0,234196585.15,34923951.07,,,1997.0
766.0,2000,通化金马,657803639.88,2257839315.69,1180956684.49,1177756684.49,3200000,619529000,3200000,1076882631.2,247368611.44,,,1997.0
767.0,2000,晋控电力,339236761.94,4843562897.48,3342462815.27,823321155.11,2519141660.16,0,2472548625.36,1501100082.21,145041188.07,,,1997.0
768.0,2000,中航西飞,821152443.37,2696261513.88,706598533.94,706598533.94,0,391117540,0,1989662979.94,70405687.91,,,1997.0
769.0,2000,*ST 大菲,47285747.84,803723960.35,316042888.77,292242888.77,23800000,148500000,23800000,487681071.58,3137741.46,,,1997.0
