code,year,stknme,Lev,SL,LL,SDR,Cash,ROA,ROE,SLoan,LLoan,Top1,HHI5,Size,Age
5.0,2016,ST 星源,0.46370847966123363,0.459846939014876,0.0038615406463576372,0.9916724821396868,0.03022056341198473,0.04628077822456593,0.08629779974020685,0.12428418944232916,,17.4052,0.032623,21.65039180470303,27.0
5.0,2017,ST 星源,0.5177473589674079,0.4720497950793663,0.04569756388804151,0.9117377170611155,0.029899867126824596,0.007876100430552625,0.01633189693619601,0.16547508760044927,0.03949040232848773,17.4052,0.032804,21.792140301952397,28.0
5.0,2018,ST 星源,0.49403993639847327,0.49109736030567114,0.0029425760928021454,0.9940438497457242,0.02169394595737788,0.050217034684912974,0.09925098500355523,0.15121306619416158,,17.4052,0.033194,21.861554945892184,29.0
5.0,2019,ST 星源,0.42533743759104903,0.42316589905014973,0.002171538540899276,0.9948945511281629,0.03702371458001296,0.058874672135832556,0.10245085722834192,0.12566622160372617,,17.4052,0.033141,21.832435854914394,30.0
5.0,2020,ST 星源,0.45942499163603995,0.44818444891299025,0.011240542723049776,0.975533453931138,0.056351787681672906,-0.15745819381557105,-0.2912790850100808,0.11476701687954463,0.010396301706672783,13.9098,0.020797,21.620494151333578,31.0
5.0,2021,ST 星源,0.40381812675104156,0.36749811747375416,0.03632000927728744,0.9100584969538054,0.05196527052158027,0.05636209863049044,0.09453843056874409,0.058887316209170114,0.007072486190242125,13.7524,0.020226,21.629254646283407,32.0
5.0,2022,ST 星源,0.49715913000297685,0.314629608311396,0.18252952169158082,0.6328549338106535,0.0292029203705932,-0.06185165885055199,-0.1230044384636399,0.03327544508485666,0.006340813125828295,13.7524,0.020089,21.67961920434234,33.0
6.0,2000,深振业A,0.6663128608340783,0.6376519408918062,0.028660919942272028,0.9569857920701172,0.10993854432141648,0.036033819874841805,0.10798684050248766,0.22465744893814718,0.0,,,22.055054167952534,9.0
6.0,2001,深振业A,0.6840094020756348,0.5882431076127105,0.09576629446292424,0.8599927220703103,0.12895895668610377,0.03137663053046068,0.0992960889867075,0.15320445416380346,0.09481060348029176,,,22.16284912999035,10.0
6.0,2002,深振业A,0.6909354655618815,0.5756634513274475,0.11527201423443391,0.8331652954871949,0.15369795703662062,0.0181424818190071,0.05870127367408962,0.2140560368758028,0.11423150620751776,,,22.225314536714425,11.0
6.0,2003,深振业A,0.7276308729960651,0.6000355475034629,0.12759532549260222,0.8246427821744005,0.09901974295835694,-0.07754126498152206,-0.2846918291895904,0.23259672168912465,0.11667636201740489,28.0248,0.082099,22.101588925663833,12.0
6.0,2004,深振业A,0.7189990036601428,0.6416691681595671,0.07732983550057579,0.8924479239791436,0.1441644590424239,0.01213039737059797,0.04316852085437747,0.23168507560298468,0.07461677153075191,28.0248,0.082099,22.114683010213927,13.0
6.0,2005,深振业A,0.5575793748960657,0.4175508417647902,0.14002853313127553,0.7488634991970835,0.18164686171504488,0.04082244446876744,0.0922706631481689,0.16842454970278062,0.13708974975807725,28.0248,0.082148,21.660563172367947,14.0
6.0,2006,深振业A,0.54558160744419,0.47415137986892425,0.07143022757526586,0.8690750813432201,0.11072221872849503,0.07381351515660856,0.16243513987507244,0.22268469447785225,0.06851836753164685,21.6185,0.049715,21.794481355021016,15.0
6.0,2007,深振业A,0.6774184371510349,0.30371333977920717,0.3737050973718277,0.44833934703122386,0.10724859787325361,0.04532762424723061,0.1405152354242059,0.0,0.3636571847885621,20.1718,0.043957,22.440379192654035,16.0
6.0,2008,深振业A,0.7166751445693527,0.5017167457637457,0.21495839880560702,0.7000615963390572,0.026308949879525808,0.025367310959577047,0.08953436478779568,0.0,0.21447477308057492,18.7611,0.036578,22.50184589296331,17.0
6.0,2009,深振业A,0.6985768064896655,0.19456684002239755,0.5040099664672678,0.2785188947226749,0.10469922353288988,0.04609759347852708,0.15293313345161202,0.0,0.46258811731802246,18.7611,0.038027,22.70730098027619,18.0
6.0,2010,深振业A,0.7014206033085816,0.4375288471346082,0.26389175617397326,0.6237752998283723,0.1942669854217107,0.057942059022990655,0.19405913356732288,0.0,0.25792740873497044,19.932,0.051072,22.871335447618527,19.0
6.0,2011,深振业A,0.6528552397639044,0.6061797742660818,0.04667546549782245,0.9285056431274076,0.08081198894835767,0.05216514790634165,0.15026914959299328,0.0,0.04213603615302996,19.932,0.051164,22.842165330871687,20.0
6.0,2012,深振业A,0.6201650001341875,0.48426555150936984,0.13589944862481768,0.7808656589852497,0.1960050352550373,0.06738054038720612,0.1773942380533921,0.005351353690341676,0.1286513589341352,19.932,0.053733,22.95793928724029,21.0
6.0,2013,深振业A,0.5799717502905758,0.3089160136414533,0.2710557366491225,0.5326397595860162,0.20576006746360972,0.07002386641567787,0.16671227819586046,0.010031941677230479,0.26065793421114414,20.3114,0.06099,23.022661852734036,22.0
6.0,2014,深振业A,0.6414202485779869,0.45982696463805933,0.1815932839399275,0.7168887568758308,0.11593525066520742,0.04360112953523529,0.12159395326235543,0.017016616911365003,0.18114188702148046,21.9283,0.064912,23.187392871472024,23.0
6.0,2015,深振业A,0.6461507723496202,0.33521365452816726,0.31093711782145295,0.5187855046728774,0.14001669385943488,0.034540541559403316,0.09761372601759935,0.01574368746650341,0.19261783801955673,21.9283,0.064052,23.26514371434046,24.0
6.0,2016,深振业A,0.6104992056557073,0.34582300331901017,0.2646762023366971,0.5664593829365898,0.2208055704265198,0.06103667380740991,0.15670487632807636,0.0,0.15080528081367656,21.9283,0.064033,23.30123662561863,25.0
6.0,2017,深振业A,0.5656477276222713,0.4836906827591908,0.08195704486308063,0.8551093890050772,0.23014792910683873,0.06244191741112164,0.14375869860033763,,0.08175718547278449,21.9283,0.064033,23.298921622382668,26.0
6.0,2018,深振业A,0.5282362718093485,0.40162576834177166,0.12661050346757688,0.7603146352788261,0.2696178634458279,0.06819427734297234,0.1445517602731284,0.059098475575426544,0.08957851435345279,21.9283,0.069054,23.32867243452097,27.0
6.0,2019,深振业A,0.5446121032519958,0.32733049644886947,0.21728160680312633,0.6010341938680921,0.19289633475932738,0.05354384054264582,0.11757853233476495,0.03810655912897645,0.16005262921625163,21.9283,0.06934,23.4798090692308,28.0
6.0,2020,深振业A,0.49218529113714277,0.26918587449389253,0.22299941664325024,0.5469197867981114,0.12619310196803996,0.05849719079131683,0.1151939669536332,,0.196912034616404,21.9283,0.072156,23.459887947211158,29.0
6.0,2021,深振业A,0.6532196187839178,0.391612037141084,0.26160758164283376,0.5995105258322432,0.12493838492431315,0.023451945614477786,0.06762765970853653,0.014660374108756393,0.23493078741219256,21.9283,0.071117,23.884556396856475,30.0
6.0,2022,深振业A,0.6791756391686342,0.41658925480067244,0.2625863843679617,0.6133748485305087,0.17290646869542245,0.01697189994338465,0.0529009078344445,0.00939427538911613,0.22858636480150282,21.9283,0.071021,23.996594080509823,31.0
6.0,2023,深振业A,0.71288691607461,0.48449470753597196,0.22839220853863804,0.6796235091587307,0.14879134017555226,-0.03478963236616073,-0.12117048756719588,0.007493159364804292,0.15130215640682163,21.9283,0.070998,23.978248668994773,32.0
6.0,2024,深振业A,0.6696584613666088,0.44125837432704296,0.22840008703956588,0.6589304843943027,0.17065004339041975,-0.10166974998233318,-0.3077716184375013,,0.10151745915521021,,,23.569733576796914,33.0
7.0,2000,全新好,0.8550579006279933,0.853744722636202,0.0013131779917912826,0.9984642233106942,0.03374320483461337,-0.1876207447354162,-1.2115717038989369,0.3854358777954525,0.0,,,20.67395924097653,9.0
7.0,2001,全新好,0.829789863944599,0.8151638807174791,0.014625983227119735,0.9823738709489752,0.08154865449344642,0.011558831482141015,0.06790918420028037,0.3523417838214184,0.0,,,20.820550034340794,10.0
7.0,2002,全新好,0.7733244835030391,0.7490646756398729,0.024259807863166106,0.9686291997981584,0.08234283082331333,0.007438885056909705,0.03281732924609631,0.4075554326715606,0.00930517257826207,,,20.863824263843544,11.0
7.0,2003,全新好,0.7634611673488952,0.6504950603080518,0.11296610704084341,0.852034246308668,0.07383929303604958,0.014203391636424765,0.060046764741478166,0.44575293095735846,0.09905255605482596,28.0,0.084891,20.834524686173463,12.0
7.0,2004,全新好,0.9092556112753906,0.8842079929341848,0.02504761834120568,0.9724526106513964,0.06976456441883275,-0.1472548268373538,-1.622743057802085,0.5182271022424563,0.010214868296299577,28.0,0.084891,20.77055036557721,13.0
7.0,2005,全新好,0.8729908432673958,0.8278461065714067,0.04514473669598918,0.948287273521652,0.02292717859306896,0.012049352855845335,0.09486995399247602,0.57639946665645,0.0,28.0,0.084891,20.565779312009504,14.0
7.0,2006,全新好,0.9787454482313142,0.9236447923280904,0.0551006559032239,0.9437027717443837,0.027859476697271523,-0.12364768107203755,-1.6976524835501787,0.5961486840181904,0.0,21.7372,0.051162,20.507442411057877,15.0
7.0,2007,全新好,1.011333903766873,0.9510986732324863,0.06023523053438657,0.9404398188273616,0.24816664095247015,0.01177949227374375,-1.0393146541594325,0.6056696834578186,0.0,21.7372,0.048962,20.41834662505445,16.0
